ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.Historia20Test	historia20test	1590502867932	 	3.3.1
REQUEST	2781		SeeMyDiagnosis	1590502934477	1590502934539	OK	 
REQUEST	3420		Mypets	1590502934434	1590502934545	OK	 
REQUEST	4062		Logged	1590502934525	1590502934545	OK	 
REQUEST	3418		Mypets	1590502934373	1590502934546	OK	 
REQUEST	4062		Logged Redirect 1	1590502934545	1590502934549	OK	 
REQUEST	2783		SeeMyDiagnosis	1590502934520	1590502934552	OK	 
REQUEST	3422		Mypets	1590502934485	1590502934555	OK	 
USER	PetWithoutDiagnosis	383	END	1590502873483	1590502934557
REQUEST	3381		Mypets	1590502934447	1590502934558	OK	 
USER	PetWithoutDiagnosis	384	END	1590502873504	1590502934559
USER	PetWithDiagnosis	5226	START	1590502934560	1590502934560
USER	PetWithoutDiagnosis	5266	START	1590502934561	1590502934561
USER	PetWithDiagnosis	343	END	1590502873483	1590502934563
USER	PetWithDiagnosis	342	END	1590502873452	1590502934563
USER	PetWithoutDiagnosis	5267	START	1590502934564	1590502934564
USER	PetWithDiagnosis	344	END	1590502873504	1590502934565
REQUEST	4705		Login	1590502934559	1590502934565	OK	 
REQUEST	4665		Login	1590502934559	1590502934566	OK	 
REQUEST	4706		Login	1590502934563	1590502934567	OK	 
REQUEST	5226		Home	1590502934560	1590502934568	OK	 
REQUEST	4023		Logged	1590502934525	1590502934568	OK	 
REQUEST	5266		Home	1590502934561	1590502934570	OK	 
REQUEST	4666		Login	1590502934563	1590502934592	OK	 
USER	PetWithDiagnosis	5227	START	1590502934593	1590502934593
REQUEST	5267		Home	1590502934564	1590502934593	OK	 
USER	PetWithDiagnosis	5228	START	1590502934595	1590502934595
USER	PetWithDiagnosis	345	END	1590502873536	1590502934595
USER	PetWithoutDiagnosis	5268	START	1590502934595	1590502934595
REQUEST	4023		Logged Redirect 1	1590502934568	1590502934597	OK	 
REQUEST	4667		Login	1590502934595	1590502934600	OK	 
REQUEST	4707		Login	1590502934595	1590502934600	OK	 
REQUEST	5268		Home	1590502934596	1590502934601	OK	 
REQUEST	5227		Home	1590502934593	1590502934601	OK	 
USER	PetWithoutDiagnosis	385	END	1590502873536	1590502934604
USER	PetWithoutDiagnosis	386	END	1590502873558	1590502934604
USER	PetWithDiagnosis	346	END	1590502873558	1590502934604
REQUEST	5228		Home	1590502934595	1590502934608	OK	 
REQUEST	2741		SeeMyDiagnosis	1590502934501	1590502934613	OK	 
USER	PetWithoutDiagnosis	5269	START	1590502934616	1590502934616
REQUEST	3380		Mypets	1590502934434	1590502934618	OK	 
REQUEST	4668		Login	1590502934616	1590502934618	OK	 
REQUEST	4025		Logged	1590502934562	1590502934619	OK	 
REQUEST	4024		Logged	1590502934559	1590502934619	OK	 
REQUEST	4708		Login	1590502934616	1590502934622	OK	 
REQUEST	5269		Home	1590502934617	1590502934623	OK	 
REQUEST	3423		Mypets	1590502934517	1590502934624	OK	 
REQUEST	4025		Logged Redirect 1	1590502934619	1590502934624	OK	 
REQUEST	4024		Logged Redirect 1	1590502934619	1590502934625	OK	 
REQUEST	2742		SeeMyDiagnosis	1590502934528	1590502934629	OK	 
REQUEST	4065		Logged	1590502934592	1590502934629	OK	 
REQUEST	3421		Mypets	1590502934453	1590502934631	OK	 
REQUEST	4065		Logged Redirect 1	1590502934629	1590502934633	OK	 
REQUEST	2740		SeeMyDiagnosis	1590502934485	1590502934633	OK	 
REQUEST	2785		SeeMyDiagnosis	1590502934592	1590502934633	OK	 
REQUEST	4026		Logged	1590502934594	1590502934634	OK	 
REQUEST	2786		SeeMyDiagnosis	1590502934604	1590502934636	OK	 
REQUEST	4066		Logged	1590502934604	1590502934637	OK	 
REQUEST	4027		Logged	1590502934604	1590502934637	OK	 
USER	PetWithDiagnosis	347	END	1590502873582	1590502934639
REQUEST	4026		Logged Redirect 1	1590502934634	1590502934639	OK	 
USER	PetWithoutDiagnosis	387	END	1590502873582	1590502934639
USER	PetWithDiagnosis	5229	START	1590502934640	1590502934640
USER	PetWithDiagnosis	348	END	1590502873603	1590502934642
USER	PetWithoutDiagnosis	388	END	1590502873603	1590502934642
USER	PetWithDiagnosis	5230	START	1590502934644	1590502934644
USER	PetWithoutDiagnosis	5270	START	1590502934644	1590502934644
REQUEST	4027		Logged Redirect 1	1590502934638	1590502934646	OK	 
REQUEST	5229		Home	1590502934640	1590502934648	OK	 
REQUEST	4066		Logged Redirect 1	1590502934638	1590502934648	OK	 
REQUEST	4709		Login	1590502934644	1590502934649	OK	 
REQUEST	4669		Login	1590502934644	1590502934650	OK	 
REQUEST	5230		Home	1590502934644	1590502934652	OK	 
REQUEST	5270		Home	1590502934644	1590502934653	OK	 
USER	PetWithoutDiagnosis	5271	START	1590502934667	1590502934667
REQUEST	4670		Login	1590502934667	1590502934671	OK	 
USER	PetWithDiagnosis	5231	START	1590502934673	1590502934673
REQUEST	5271		Home	1590502934668	1590502934673	OK	 
REQUEST	4710		Login	1590502934667	1590502934674	OK	 
REQUEST	2743		SeeMyDiagnosis	1590502934559	1590502934676	OK	 
REQUEST	2784		SeeMyDiagnosis	1590502934563	1590502934676	OK	 
REQUEST	4064		Logged	1590502934562	1590502934677	OK	 
REQUEST	3383		Mypets	1590502934518	1590502934678	OK	 
REQUEST	5231		Home	1590502934673	1590502934678	OK	 
REQUEST	4069		Logged	1590502934673	1590502934678	OK	 
REQUEST	3424		Mypets	1590502934551	1590502934684	OK	 
REQUEST	4069		Logged Redirect 1	1590502934679	1590502934684	OK	 
REQUEST	4067		Logged	1590502934639	1590502934685	OK	 
REQUEST	4064		Logged Redirect 1	1590502934677	1590502934685	OK	 
REQUEST	2787		SeeMyDiagnosis	1590502934639	1590502934687	OK	 
REQUEST	4029		Logged	1590502934644	1590502934688	OK	 
REQUEST	4067		Logged Redirect 1	1590502934685	1590502934690	OK	 
REQUEST	4029		Logged Redirect 1	1590502934688	1590502934691	OK	 
USER	PetWithDiagnosis	5232	START	1590502934693	1590502934693
USER	PetWithoutDiagnosis	5272	START	1590502934700	1590502934700
REQUEST	5232		Home	1590502934695	1590502934703	OK	 
REQUEST	2744		SeeMyDiagnosis	1590502934592	1590502934703	OK	 
REQUEST	3382		Mypets	1590502934488	1590502934703	OK	 
REQUEST	4068		Logged	1590502934667	1590502934704	OK	 
REQUEST	4711		Login	1590502934704	1590502934707	OK	 
REQUEST	5272		Home	1590502934701	1590502934707	OK	 
REQUEST	4671		Login	1590502934704	1590502934707	OK	 
REQUEST	4068		Logged Redirect 1	1590502934704	1590502934708	OK	 
REQUEST	3426		Mypets	1590502934593	1590502934719	OK	 
REQUEST	3425		Mypets	1590502934563	1590502934723	OK	 
REQUEST	2788		SeeMyDiagnosis	1590502934656	1590502934723	OK	 
REQUEST	4071		Logged	1590502934720	1590502934723	OK	 
REQUEST	2745		SeeMyDiagnosis	1590502934604	1590502934725	OK	 
REQUEST	4071		Logged Redirect 1	1590502934724	1590502934726	OK	 
REQUEST	4028		Logged	1590502934640	1590502934727	OK	 
REQUEST	4672		Login	1590502934725	1590502934728	OK	 
REQUEST	4712		Login	1590502934725	1590502934728	OK	 
USER	PetWithoutDiagnosis	5273	START	1590502934728	1590502934728
REQUEST	4028		Logged Redirect 1	1590502934727	1590502934729	OK	 
REQUEST	2747		SeeMyDiagnosis	1590502934656	1590502934730	OK	 
REQUEST	3384		Mypets	1590502934557	1590502934731	OK	 
REQUEST	4030		Logged	1590502934693	1590502934732	OK	 
USER	PetWithoutDiagnosis	389	END	1590502873636	1590502934732
USER	PetWithoutDiagnosis	390	END	1590502873658	1590502934732
USER	PetWithDiagnosis	349	END	1590502873636	1590502934732
USER	PetWithDiagnosis	350	END	1590502873658	1590502934732
USER	PetWithDiagnosis	5233	START	1590502934732	1590502934732
USER	PetWithoutDiagnosis	391	END	1590502873683	1590502934734
REQUEST	3390		Mypets	1590502934673	1590502934734	OK	 
REQUEST	4030		Logged Redirect 1	1590502934732	1590502934736	OK	 
USER	PetWithDiagnosis	352	END	1590502873704	1590502934736
REQUEST	5273		Home	1590502934729	1590502934738	OK	 
REQUEST	5233		Home	1590502934733	1590502934738	OK	 
REQUEST	2790		SeeMyDiagnosis	1590502934693	1590502934739	OK	 
REQUEST	4032		Logged	1590502934736	1590502934739	OK	 
REQUEST	4070		Logged	1590502934716	1590502934739	OK	 
REQUEST	3427		Mypets	1590502934604	1590502934741	OK	 
REQUEST	3430		Mypets	1590502934673	1590502934744	OK	 
REQUEST	4070		Logged Redirect 1	1590502934739	1590502934747	OK	 
REQUEST	4032		Logged Redirect 1	1590502934739	1590502934747	OK	 
USER	PetWithoutDiagnosis	392	END	1590502873704	1590502934748
USER	PetWithDiagnosis	5234	START	1590502934748	1590502934748
USER	PetWithoutDiagnosis	5274	START	1590502934748	1590502934748
USER	PetWithDiagnosis	351	END	1590502873683	1590502934750
REQUEST	4713		Login	1590502934748	1590502934751	OK	 
REQUEST	4673		Login	1590502934748	1590502934752	OK	 
REQUEST	5234		Home	1590502934748	1590502934754	OK	 
REQUEST	5274		Home	1590502934749	1590502934754	OK	 
REQUEST	2746		SeeMyDiagnosis	1590502934639	1590502934758	OK	 
REQUEST	2748		SeeMyDiagnosis	1590502934693	1590502934760	OK	 
REQUEST	2789		SeeMyDiagnosis	1590502934693	1590502934762	OK	 
REQUEST	2749		SeeMyDiagnosis	1590502934693	1590502934762	OK	 
REQUEST	3429		Mypets	1590502934667	1590502934763	OK	 
USER	PetWithoutDiagnosis	5275	START	1590502934764	1590502934764
REQUEST	4674		Login	1590502934763	1590502934769	OK	 
REQUEST	4714		Login	1590502934764	1590502934769	OK	 
REQUEST	5275		Home	1590502934764	1590502934770	OK	 
USER	PetWithoutDiagnosis	393	END	1590502873736	1590502934775
USER	PetWithDiagnosis	5235	START	1590502934775	1590502934775
USER	PetWithDiagnosis	353	END	1590502873736	1590502934777
REQUEST	5235		Home	1590502934777	1590502934780	OK	 
USER	PetWithoutDiagnosis	394	END	1590502873752	1590502934786
REQUEST	3392		Mypets	1590502934736	1590502934792	OK	 
REQUEST	2750		SeeMyDiagnosis	1590502934732	1590502934792	OK	 
REQUEST	4031		Logged	1590502934716	1590502934792	OK	 
REQUEST	4072		Logged	1590502934758	1590502934793	OK	 
REQUEST	3389		Mypets	1590502934667	1590502934793	OK	 
REQUEST	3386		Mypets	1590502934593	1590502934793	OK	 
REQUEST	4033		Logged	1590502934758	1590502934794	OK	 
REQUEST	4031		Logged Redirect 1	1590502934793	1590502934798	OK	 
REQUEST	4072		Logged Redirect 1	1590502934793	1590502934799	OK	 
REQUEST	3391		Mypets	1590502934704	1590502934800	OK	 
REQUEST	2791		SeeMyDiagnosis	1590502934758	1590502934801	OK	 
REQUEST	4073		Logged	1590502934775	1590502934801	OK	 
REQUEST	4033		Logged Redirect 1	1590502934794	1590502934801	OK	 
USER	PetWithoutDiagnosis	5276	START	1590502934802	1590502934802
USER	PetWithDiagnosis	354	END	1590502873752	1590502934802
USER	PetWithDiagnosis	5236	START	1590502934802	1590502934802
REQUEST	5276		Home	1590502934802	1590502934808	OK	 
REQUEST	5236		Home	1590502934802	1590502934808	OK	 
REQUEST	4073		Logged Redirect 1	1590502934801	1590502934808	OK	 
REQUEST	4715		Login	1590502934807	1590502934808	OK	 
REQUEST	2793		SeeMyDiagnosis	1590502934786	1590502934811	OK	 
REQUEST	4675		Login	1590502934806	1590502934811	OK	 
REQUEST	4034		Logged	1590502934786	1590502934811	OK	 
REQUEST	3388		Mypets	1590502934640	1590502934813	OK	 
REQUEST	4034		Logged Redirect 1	1590502934811	1590502934817	OK	 
USER	PetWithoutDiagnosis	395	END	1590502873783	1590502934817
USER	PetWithoutDiagnosis	5277	START	1590502934817	1590502934817
REQUEST	5277		Home	1590502934817	1590502934821	OK	 
USER	PetWithDiagnosis	5237	START	1590502934827	1590502934827
REQUEST	4716		Login	1590502934827	1590502934830	OK	 
REQUEST	4676		Login	1590502934827	1590502934832	OK	 
REQUEST	5237		Home	1590502934828	1590502934834	OK	 
REQUEST	2792		SeeMyDiagnosis	1590502934775	1590502934838	OK	 
REQUEST	3385		Mypets	1590502934562	1590502934839	OK	 
REQUEST	4075		Logged	1590502934817	1590502934849	OK	 
REQUEST	4074		Logged	1590502934804	1590502934850	OK	 
REQUEST	4035		Logged	1590502934804	1590502934850	OK	 
USER	PetWithDiagnosis	356	END	1590502873804	1590502934850
USER	PetWithoutDiagnosis	396	END	1590502873804	1590502934850
USER	PetWithDiagnosis	355	END	1590502873783	1590502934852
USER	PetWithDiagnosis	5238	START	1590502934851	1590502934851
USER	PetWithoutDiagnosis	5278	START	1590502934852	1590502934852
REQUEST	4075		Logged Redirect 1	1590502934849	1590502934853	OK	 
REQUEST	4035		Logged Redirect 1	1590502934850	1590502934857	OK	 
REQUEST	4074		Logged Redirect 1	1590502934850	1590502934858	OK	 
REQUEST	2751		SeeMyDiagnosis	1590502934748	1590502934858	OK	 
REQUEST	5238		Home	1590502934852	1590502934859	OK	 
REQUEST	4717		Login	1590502934850	1590502934858	OK	 
REQUEST	5278		Home	1590502934852	1590502934859	OK	 
REQUEST	4677		Login	1590502934851	1590502934859	OK	 
USER	PetWithoutDiagnosis	5279	START	1590502934862	1590502934862
REQUEST	4678		Login	1590502934862	1590502934867	OK	 
REQUEST	4718		Login	1590502934863	1590502934867	OK	 
REQUEST	5279		Home	1590502934863	1590502934868	OK	 
REQUEST	3428		Mypets	1590502934640	1590502934869	OK	 
REQUEST	3432		Mypets	1590502934736	1590502934871	OK	 
REQUEST	3387		Mypets	1590502934604	1590502934873	OK	 
REQUEST	4036		Logged	1590502934833	1590502934874	OK	 
USER	PetWithDiagnosis	5239	START	1590502934874	1590502934874
REQUEST	4036		Logged Redirect 1	1590502934874	1590502934876	OK	 
REQUEST	5239		Home	1590502934875	1590502934880	OK	 
USER	PetWithDiagnosis	357	END	1590502873836	1590502934885
REQUEST	2795		SeeMyDiagnosis	1590502934833	1590502934894	OK	 
REQUEST	2752		SeeMyDiagnosis	1590502934775	1590502934895	OK	 
REQUEST	2755		SeeMyDiagnosis	1590502934850	1590502934895	OK	 
USER	PetWithDiagnosis	358	END	1590502873852	1590502934896
USER	PetWithoutDiagnosis	397	END	1590502873836	1590502934896
REQUEST	4076		Logged	1590502934853	1590502934896	OK	 
USER	PetWithoutDiagnosis	398	END	1590502873852	1590502934897
USER	PetWithDiagnosis	5240	START	1590502934897	1590502934897
USER	PetWithoutDiagnosis	5280	START	1590502934897	1590502934897
REQUEST	3431		Mypets	1590502934704	1590502934902	OK	 
REQUEST	4719		Login	1590502934897	1590502934902	OK	 
REQUEST	4679		Login	1590502934897	1590502934903	OK	 
REQUEST	3394		Mypets	1590502934775	1590502934903	OK	 
REQUEST	4076		Logged Redirect 1	1590502934896	1590502934903	OK	 
REQUEST	5280		Home	1590502934898	1590502934907	OK	 
REQUEST	5240		Home	1590502934898	1590502934907	OK	 
REQUEST	3434		Mypets	1590502934775	1590502934910	OK	 
REQUEST	3435		Mypets	1590502934827	1590502934912	OK	 
REQUEST	3433		Mypets	1590502934763	1590502934912	OK	 
REQUEST	2794		SeeMyDiagnosis	1590502934802	1590502934912	OK	 
REQUEST	2796		SeeMyDiagnosis	1590502934874	1590502934914	OK	 
REQUEST	4077		Logged	1590502934874	1590502934915	OK	 
REQUEST	4680		Login	1590502934916	1590502934917	OK	 
REQUEST	4077		Logged Redirect 1	1590502934915	1590502934917	OK	 
USER	PetWithoutDiagnosis	5281	START	1590502934916	1590502934916
REQUEST	4720		Login	1590502934916	1590502934919	OK	 
REQUEST	2797		SeeMyDiagnosis	1590502934874	1590502934921	OK	 
REQUEST	2753		SeeMyDiagnosis	1590502934827	1590502934922	OK	 
REQUEST	4038		Logged	1590502934885	1590502934923	OK	 
REQUEST	5281		Home	1590502934918	1590502934926	OK	 
REQUEST	4038		Logged Redirect 1	1590502934923	1590502934926	OK	 
USER	PetWithDiagnosis	5241	START	1590502934928	1590502934928
USER	PetWithoutDiagnosis	399	END	1590502873883	1590502934932
USER	PetWithDiagnosis	359	END	1590502873883	1590502934934
REQUEST	5241		Home	1590502934929	1590502934935	OK	 
USER	PetWithoutDiagnosis	400	END	1590502873904	1590502934943
USER	PetWithDiagnosis	360	END	1590502873904	1590502934943
USER	PetWithDiagnosis	5242	START	1590502934943	1590502934943
USER	PetWithoutDiagnosis	5282	START	1590502934943	1590502934943
REQUEST	3393		Mypets	1590502934762	1590502934951	OK	 
REQUEST	5242		Home	1590502934944	1590502934952	OK	 
REQUEST	5282		Home	1590502934945	1590502934954	OK	 
REQUEST	3395		Mypets	1590502934827	1590502934955	OK	 
REQUEST	2756		SeeMyDiagnosis	1590502934874	1590502934959	OK	 
REQUEST	4080		Logged	1590502934956	1590502934959	OK	 
REQUEST	4721		Login	1590502934956	1590502934961	OK	 
REQUEST	4681		Login	1590502934956	1590502934961	OK	 
REQUEST	2799		SeeMyDiagnosis	1590502934956	1590502934963	OK	 
REQUEST	4078		Logged	1590502934928	1590502934963	OK	 
REQUEST	3396		Mypets	1590502934827	1590502934963	OK	 
REQUEST	4080		Logged Redirect 1	1590502934959	1590502934963	OK	 
REQUEST	4079		Logged	1590502934928	1590502934965	OK	 
USER	PetWithoutDiagnosis	5283	START	1590502934968	1590502934968
USER	PetWithDiagnosis	361	END	1590502873935	1590502934972
USER	PetWithDiagnosis	5243	START	1590502934975	1590502934975
REQUEST	2754		SeeMyDiagnosis	1590502934874	1590502934979	OK	 
REQUEST	4078		Logged Redirect 1	1590502934963	1590502934980	OK	 
REQUEST	4079		Logged Redirect 1	1590502934965	1590502934980	OK	 
REQUEST	4682		Login	1590502934968	1590502934982	OK	 
REQUEST	4722		Login	1590502934967	1590502934982	OK	 
REQUEST	5283		Home	1590502934968	1590502934986	OK	 
REQUEST	5243		Home	1590502934976	1590502934986	OK	 
REQUEST	3437		Mypets	1590502934862	1590502934990	OK	 
REQUEST	4041		Logged	1590502934955	1590502934990	OK	 
REQUEST	3436		Mypets	1590502934827	1590502934991	OK	 
REQUEST	3398		Mypets	1590502934874	1590502934991	OK	 
REQUEST	4037		Logged	1590502934859	1590502934992	OK	 
REQUEST	4040		Logged	1590502934928	1590502934992	OK	 
REQUEST	4039		Logged	1590502934928	1590502934993	OK	 
REQUEST	2757		SeeMyDiagnosis	1590502934933	1590502934994	OK	 
REQUEST	3439		Mypets	1590502934904	1590502934995	OK	 
REQUEST	4041		Logged Redirect 1	1590502934990	1590502934995	OK	 
REQUEST	4037		Logged Redirect 1	1590502934992	1590502934996	OK	 
REQUEST	4040		Logged Redirect 1	1590502934992	1590502934997	OK	 
REQUEST	4039		Logged Redirect 1	1590502934993	1590502934998	OK	 
USER	PetWithDiagnosis	5244	START	1590502934999	1590502934999
USER	PetWithoutDiagnosis	5284	START	1590502934999	1590502934999
REQUEST	4723		Login	1590502934999	1590502935001	OK	 
USER	PetWithoutDiagnosis	402	END	1590502873956	1590502935002
REQUEST	4683		Login	1590502934999	1590502935002	OK	 
USER	PetWithoutDiagnosis	401	END	1590502873935	1590502935003
USER	PetWithDiagnosis	362	END	1590502873956	1590502935003
REQUEST	4724		Login	1590502935003	1590502935005	OK	 
REQUEST	5244		Home	1590502935000	1590502935006	OK	 
REQUEST	5284		Home	1590502935000	1590502935006	OK	 
REQUEST	4684		Login	1590502935003	1590502935006	OK	 
REQUEST	2800		SeeMyDiagnosis	1590502934967	1590502935020	OK	 
REQUEST	2759		SeeMyDiagnosis	1590502934956	1590502935020	OK	 
REQUEST	3397		Mypets	1590502934862	1590502935021	OK	 
REQUEST	4042		Logged	1590502934986	1590502935022	OK	 
USER	PetWithoutDiagnosis	5324	START	1590502935026	1590502935026
USER	PetWithDiagnosis	5285	START	1590502935026	1590502935026
REQUEST	2798		SeeMyDiagnosis	1590502934956	1590502935031	OK	 
REQUEST	3401		Mypets	1590502934943	1590502935032	OK	 
REQUEST	4042		Logged Redirect 1	1590502935025	1590502935032	OK	 
REQUEST	5324		Home	1590502935027	1590502935032	OK	 
REQUEST	5285		Home	1590502935027	1590502935033	OK	 
REQUEST	2801		SeeMyDiagnosis	1590502934974	1590502935034	OK	 
REQUEST	2760		SeeMyDiagnosis	1590502934974	1590502935035	OK	 
REQUEST	4082		Logged	1590502935003	1590502935035	OK	 
REQUEST	4043		Logged	1590502935003	1590502935035	OK	 
USER	PetWithoutDiagnosis	403	END	1590502873982	1590502935038
USER	PetWithoutDiagnosis	404	END	1590502874003	1590502935038
USER	PetWithDiagnosis	364	END	1590502874003	1590502935042
REQUEST	4043		Logged Redirect 1	1590502935035	1590502935042	OK	 
REQUEST	4082		Logged Redirect 1	1590502935035	1590502935044	OK	 
USER	PetWithDiagnosis	5286	START	1590502935044	1590502935044
USER	PetWithoutDiagnosis	5325	START	1590502935044	1590502935044
REQUEST	5325		Home	1590502935045	1590502935052	OK	 
REQUEST	5286		Home	1590502935045	1590502935052	OK	 
USER	PetWithDiagnosis	363	END	1590502873982	1590502935055
REQUEST	4725		Login	1590502935055	1590502935057	OK	 
REQUEST	4764		Login	1590502935055	1590502935058	OK	 
REQUEST	2803		SeeMyDiagnosis	1590502935014	1590502935071	OK	 
REQUEST	2758		SeeMyDiagnosis	1590502934928	1590502935071	OK	 
REQUEST	3440		Mypets	1590502934932	1590502935074	OK	 
REQUEST	4081		Logged	1590502934972	1590502935074	OK	 
REQUEST	4081		Logged Redirect 1	1590502935074	1590502935075	OK	 
USER	PetWithoutDiagnosis	5326	START	1590502935078	1590502935078
REQUEST	2802		SeeMyDiagnosis	1590502935014	1590502935080	OK	 
USER	PetWithDiagnosis	5287	START	1590502935078	1590502935078
REQUEST	3402		Mypets	1590502934975	1590502935084	OK	 
REQUEST	5326		Home	1590502935078	1590502935086	OK	 
REQUEST	5287		Home	1590502935079	1590502935087	OK	 
REQUEST	4726		Login	1590502935085	1590502935089	OK	 
REQUEST	3400		Mypets	1590502934928	1590502935091	OK	 
REQUEST	3438		Mypets	1590502934874	1590502935091	OK	 
REQUEST	2804		SeeMyDiagnosis	1590502935044	1590502935094	OK	 
REQUEST	3399		Mypets	1590502934904	1590502935096	OK	 
REQUEST	4083		Logged	1590502935055	1590502935096	OK	 
REQUEST	3443		Mypets	1590502935026	1590502935100	OK	 
REQUEST	4084		Logged	1590502935066	1590502935101	OK	 
REQUEST	4083		Logged Redirect 1	1590502935097	1590502935102	OK	 
REQUEST	2845		SeeMyDiagnosis	1590502935066	1590502935103	OK	 
REQUEST	3441		Mypets	1590502934967	1590502935103	OK	 
REQUEST	4123		Logged	1590502935044	1590502935104	OK	 
REQUEST	4085		Logged	1590502935085	1590502935104	OK	 
REQUEST	4084		Logged Redirect 1	1590502935101	1590502935106	OK	 
USER	PetWithoutDiagnosis	444	END	1590502874035	1590502935106
USER	PetWithDiagnosis	405	END	1590502874035	1590502935106
USER	PetWithDiagnosis	5288	START	1590502935106	1590502935106
USER	PetWithoutDiagnosis	5327	START	1590502935106	1590502935106
REQUEST	4123		Logged Redirect 1	1590502935104	1590502935108	OK	 
USER	PetWithDiagnosis	406	END	1590502874067	1590502935109
REQUEST	4765		Login	1590502935106	1590502935110	OK	 
REQUEST	4085		Logged Redirect 1	1590502935104	1590502935112	OK	 
USER	PetWithoutDiagnosis	445	END	1590502874067	1590502935112
REQUEST	4727		Login	1590502935109	1590502935114	OK	 
REQUEST	5288		Home	1590502935106	1590502935115	OK	 
REQUEST	5327		Home	1590502935107	1590502935116	OK	 
REQUEST	4766		Login	1590502935109	1590502935116	OK	 
USER	PetWithDiagnosis	5289	START	1590502935122	1590502935122
USER	PetWithoutDiagnosis	5328	START	1590502935122	1590502935122
REQUEST	4767		Login	1590502935122	1590502935124	OK	 
REQUEST	4728		Login	1590502935122	1590502935126	OK	 
REQUEST	5328		Home	1590502935122	1590502935127	OK	 
REQUEST	5289		Home	1590502935122	1590502935128	OK	 
USER	PetWithDiagnosis	407	END	1590502874088	1590502935133
USER	PetWithoutDiagnosis	446	END	1590502874088	1590502935135
REQUEST	2846		SeeMyDiagnosis	1590502935085	1590502935137	OK	 
REQUEST	2763		SeeMyDiagnosis	1590502935044	1590502935144	OK	 
REQUEST	2762		SeeMyDiagnosis	1590502935044	1590502935144	OK	 
REQUEST	4124		Logged	1590502935066	1590502935145	OK	 
USER	PetWithoutDiagnosis	447	END	1590502874113	1590502935147
USER	PetWithDiagnosis	408	END	1590502874113	1590502935148
USER	PetWithDiagnosis	5290	START	1590502935151	1590502935151
USER	PetWithoutDiagnosis	5329	START	1590502935152	1590502935152
REQUEST	4124		Logged Redirect 1	1590502935145	1590502935157	OK	 
REQUEST	4729		Login	1590502935153	1590502935157	OK	 
REQUEST	5290		Home	1590502935151	1590502935159	OK	 
REQUEST	5329		Home	1590502935152	1590502935159	OK	 
REQUEST	4768		Login	1590502935153	1590502935159	OK	 
USER	PetWithoutDiagnosis	448	END	1590502874134	1590502935164
REQUEST	3403		Mypets	1590502935014	1590502935172	OK	 
REQUEST	4086		Logged	1590502935112	1590502935174	OK	 
REQUEST	3485		Mypets	1590502935085	1590502935174	OK	 
REQUEST	4086		Logged Redirect 1	1590502935174	1590502935176	OK	 
USER	PetWithDiagnosis	409	END	1590502874134	1590502935176
USER	PetWithDiagnosis	5291	START	1590502935178	1590502935178
REQUEST	4126		Logged	1590502935117	1590502935182	OK	 
REQUEST	4125		Logged	1590502935085	1590502935183	OK	 
REQUEST	4126		Logged Redirect 1	1590502935182	1590502935185	OK	 
USER	PetWithoutDiagnosis	5330	START	1590502935185	1590502935185
REQUEST	4730		Login	1590502935178	1590502935187	OK	 
REQUEST	4769		Login	1590502935178	1590502935189	OK	 
REQUEST	4125		Logged Redirect 1	1590502935183	1590502935191	OK	 
REQUEST	5291		Home	1590502935182	1590502935193	OK	 
REQUEST	3484		Mypets	1590502935078	1590502935194	OK	 
USER	PetWithoutDiagnosis	5331	START	1590502935196	1590502935196
USER	PetWithDiagnosis	5292	START	1590502935196	1590502935196
REQUEST	5330		Home	1590502935185	1590502935200	OK	 
REQUEST	5331		Home	1590502935198	1590502935204	OK	 
REQUEST	5292		Home	1590502935198	1590502935205	OK	 
REQUEST	2808		SeeMyDiagnosis	1590502935186	1590502935207	OK	 
USER	PetWithoutDiagnosis	449	END	1590502874165	1590502935209
USER	PetWithDiagnosis	410	END	1590502874165	1590502935209
REQUEST	3446		Mypets	1590502935085	1590502935215	OK	 
REQUEST	4731		Login	1590502935210	1590502935215	OK	 
REQUEST	4770		Login	1590502935210	1590502935215	OK	 
REQUEST	2761		SeeMyDiagnosis	1590502935003	1590502935221	OK	 
REQUEST	3404		Mypets	1590502935044	1590502935224	OK	 
REQUEST	4128		Logged	1590502935164	1590502935226	OK	 
REQUEST	4128		Logged Redirect 1	1590502935226	1590502935229	OK	 
USER	PetWithoutDiagnosis	450	END	1590502874185	1590502935234
USER	PetWithDiagnosis	411	END	1590502874185	1590502935234
USER	PetWithDiagnosis	5293	START	1590502935235	1590502935235
USER	PetWithoutDiagnosis	5332	START	1590502935236	1590502935236
REQUEST	4732		Login	1590502935235	1590502935238	OK	 
USER	PetWithDiagnosis	5294	START	1590502935243	1590502935243
USER	PetWithoutDiagnosis	451	END	1590502874217	1590502935243
USER	PetWithoutDiagnosis	5333	START	1590502935243	1590502935243
REQUEST	4771		Login	1590502935239	1590502935244	OK	 
REQUEST	5293		Home	1590502935236	1590502935250	OK	 
REQUEST	5294		Home	1590502935244	1590502935253	OK	 
REQUEST	5333		Home	1590502935244	1590502935253	OK	 
USER	PetWithDiagnosis	412	END	1590502874217	1590502935254
REQUEST	5332		Home	1590502935236	1590502935261	OK	 
