ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.Historia22Test	historia22test	1590522786541	 	3.3.1
REQUEST	1311		MyVetSpace	1590522989965	1590523049966	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
USER	DiagnosisNotCreatedScn	789	END	1590522846565	1590523049966
REQUEST	1405		MyVetSpace	1590522990005	1590523050006	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
USER	DiagnosisCreatedScn	435	END	1590522820589	1590523050224
REQUEST	1890		Logged	1590523007619	1590523050228	OK	 
REQUEST	1895		Logged	1590523007621	1590523050228	OK	 
REQUEST	698		DiagnosisCreated	1590523005305	1590523050230	OK	 
REQUEST	736		DiagnosisCreated	1590523012147	1590523050231	OK	 
REQUEST	745		DiagnosisCreated	1590523012178	1590523050233	OK	 
REQUEST	1118		MyVetSpace	1590523006121	1590523050331	OK	 
REQUEST	1394		MyVetSpace	1590523012398	1590523050338	OK	 
REQUEST	1399		MyVetSpace	1590523012398	1590523050347	OK	 
REQUEST	720		AddNotDiagnosisForm	1590523012492	1590523050347	OK	 
REQUEST	716		AddDiagnosisForm	1590523012492	1590523050347	OK	 
REQUEST	1395		MyVetSpace	1590523012398	1590523050347	OK	 
REQUEST	1401		MyVetSpace	1590523012398	1590523050347	OK	 
REQUEST	1393		MyVetSpace	1590523012397	1590523050347	OK	 
REQUEST	982		AddDiagnosisForm	1590523012452	1590523050347	OK	 
REQUEST	1060		AddDiagnosisForm	1590523012676	1590523050347	OK	 
USER	DiagnosisCreatedScn	458	END	1590522822005	1590523050348
REQUEST	1657		Logged Redirect 1	1590523012859	1590523050349	OK	 
REQUEST	1178		MyVetSpace	1590523006203	1590523050457	OK	 
REQUEST	974		AddNotDiagnosisForm	1590523012902	1590523050465	OK	 
USER	DiagnosisCreatedScn	421	END	1590522819441	1590523050501
USER	DiagnosisCreatedScn	582	END	1590522831558	1590523050724
REQUEST	1115		MyVetSpace	1590523006201	1590523050965	OK	 
REQUEST	1656		Logged Redirect 1	1590523013020	1590523050968	OK	 
REQUEST	697		DiagnosisCreated	1590522991743	1590523051005	OK	 
REQUEST	924		DiagnosisCreated	1590523006202	1590523051008	OK	 
REQUEST	1136		MyVetSpace	1590523013031	1590523051008	OK	 
USER	DiagnosisNotCreatedScn	682	END	1590522838721	1590523051162
REQUEST	1109		MyVetSpace	1590522991743	1590523051165	OK	 
REQUEST	700		DiagnosisCreated	1590522996663	1590523051235	OK	 
REQUEST	1780		Logged	1590522991785	1590523051293	OK	 
REQUEST	752		DiagnosisCreated	1590523012145	1590523051447	OK	 
REQUEST	1151		MyVetSpace	1590523007617	1590523051611	OK	 
REQUEST	1888		Logged	1590523007621	1590523051612	OK	 
REQUEST	1253		MyVetSpace	1590523007617	1590523051727	OK	 
REQUEST	1787		Logged	1590522991785	1590523051786	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	406		DiagnosisCreated Redirect 1	1590522991846	1590523051847	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	593		DiagnosisCreated	1590522991861	1590523051861	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	1783		Logged	1590522991863	1590523051865	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	751		DiagnosisCreated	1590523012147	1590523051921	OK	 
USER	DiagnosisCreatedScn	566	END	1590522830244	1590523052046
REQUEST	591		DiagnosisCreated	1590522992234	1590523052235	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	1381		MyVetSpace	1590522996661	1590523052249	OK	 
REQUEST	1111		MyVetSpace	1590522992462	1590523052463	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	1110		MyVetSpace	1590522992462	1590523052463	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	1122		MyVetSpace	1590522992462	1590523052463	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
USER	DiagnosisCreatedScn	595	END	1590522832538	1590523052568
REQUEST	1811		Logged	1590522992666	1590523052668	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	1116		MyVetSpace	1590522992666	1590523052668	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	1488		MyVetSpace	1590523007621	1590523052806	OK	 
REQUEST	1259		MyVetSpace	1590523007621	1590523052919	OK	 
USER	DiagnosisNotCreatedScn	731	END	1590522842020	1590523052962
REQUEST	1497		MyVetSpace	1590523007621	1590523053116	OK	 
REQUEST	1264		MyVetSpace	1590523007621	1590523053133	OK	 
REQUEST	1249		MyVetSpace	1590523007621	1590523053303	OK	 
REQUEST	1913		Logged	1590523007667	1590523053304	OK	 
REQUEST	1919		Logged	1590523007668	1590523053309	OK	 
REQUEST	1907		Logged	1590523007666	1590523053310	OK	 
REQUEST	1913		Logged Redirect 1	1590523053304	1590523053365	OK	 
REQUEST	1907		Logged Redirect 1	1590523053310	1590523053365	OK	 
REQUEST	1499		Logged Redirect 1	1590523013126	1590523053366	OK	 
REQUEST	1257		MyVetSpace	1590523007621	1590523053473	OK	 
REQUEST	1266		MyVetSpace	1590523007621	1590523053475	OK	 
REQUEST	1837		Logged	1590522998008	1590523053486	OK	 
REQUEST	1144		MyVetSpace	1590523013170	1590523053486	OK	 
USER	DiagnosisCreatedScn	542	END	1590522828540	1590523053743
USER	DiagnosisNotCreatedScn	732	END	1590522842142	1590523053779
REQUEST	1000		DiagnosisCreated	1590523013218	1590523053994	OK	 
REQUEST	708		DiagnosisCreated	1590523013218	1590523053997	OK	 
REQUEST	1511		Logged Redirect 1	1590523013353	1590523053998	OK	 
REQUEST	1582		Logged Redirect 1	1590523013353	1590523054000	OK	 
REQUEST	1646		Logged Redirect 1	1590523013408	1590523054006	OK	 
REQUEST	814		AddNotDiagnosisForm	1590523013595	1590523054009	OK	 
REQUEST	896		AddNotDiagnosisForm	1590523013679	1590523054012	OK	 
REQUEST	1517		Logged Redirect 1	1590523013707	1590523054015	OK	 
REQUEST	1658		Logged Redirect 1	1590523013707	1590523054018	OK	 
REQUEST	1664		Logged Redirect 1	1590523013707	1590523054020	OK	 
REQUEST	957		MyVetSpace Redirect 1	1590523013708	1590523054034	OK	 
REQUEST	1514		Logged Redirect 1	1590523013708	1590523054039	OK	 
REQUEST	840		DiagnosisCreated	1590523014029	1590523054045	OK	 
REQUEST	937		MyVetSpace Redirect 1	1590523013855	1590523054046	OK	 
REQUEST	921		AddNotDiagnosisForm	1590523014067	1590523054048	OK	 
REQUEST	1157		MyVetSpace	1590523014121	1590523054049	OK	 
REQUEST	684		DiagnosisCreated Redirect 1	1590523029194	1590523054096	OK	 
REQUEST	1834		Logged	1590522997963	1590523054100	OK	 
REQUEST	1248		MyVetSpace	1590523007621	1590523054206	OK	 
REQUEST	1254		MyVetSpace	1590523007621	1590523054326	OK	 
REQUEST	1267		MyVetSpace	1590523007632	1590523054578	OK	 
REQUEST	1978		Logged	1590523014178	1590523054580	OK	 
USER	DiagnosisCreatedScn	551	END	1590522828927	1590523054584
REQUEST	798		DiagnosisCreated	1590523014179	1590523054661	OK	 
REQUEST	1203		MyVetSpace	1590522996740	1590523054734	OK	 
REQUEST	1839		Logged	1590522998008	1590523054737	OK	 
REQUEST	1900		Logged	1590523007666	1590523054737	OK	 
USER	DiagnosisCreatedScn	609	END	1590522833712	1590523054807
USER	DiagnosisNotCreatedScn	733	END	1590522842310	1590523054876
USER	DiagnosisNotCreatedScn	749	END	1590522843557	1590523054966
REQUEST	1905		Logged	1590523007666	1590523054968	OK	 
REQUEST	676		DiagnosisCreated	1590522998008	1590523054973	OK	 
REQUEST	1149		MyVetSpace	1590522997937	1590523055068	OK	 
REQUEST	1843		Logged	1590522998379	1590523055080	OK	 
REQUEST	1844		Logged	1590522998378	1590523055080	OK	 
REQUEST	1852		Logged	1590522998378	1590523055081	OK	 
REQUEST	1843		Logged Redirect 1	1590523055080	1590523055082	OK	 
REQUEST	1184		AddNotDiagnosisForm	1590523014180	1590523055082	OK	 
REQUEST	1852		Logged Redirect 1	1590523055081	1590523055083	OK	 
REQUEST	686		DiagnosisCreated	1590522996701	1590523055095	OK	 
REQUEST	1496		MyVetSpace	1590523007632	1590523055106	OK	 
REQUEST	1245		MyVetSpace	1590523007632	1590523055289	OK	 
REQUEST	1845		Logged	1590522998378	1590523055289	OK	 
REQUEST	1835		Logged	1590522998379	1590523055290	OK	 
REQUEST	1979		Logged	1590523014183	1590523055291	OK	 
REQUEST	1899		Logged	1590523007666	1590523055291	OK	 
USER	DiagnosisNotCreatedScn	877	END	1590522852856	1590523055415
USER	DiagnosisNotCreatedScn	976	END	1590522860701	1590523055601
USER	DiagnosisNotCreatedScn	829	END	1590522849550	1590523055675
USER	DiagnosisCreatedScn	703	END	1590522840700	1590523056051
REQUEST	1083		MyVetSpace	1590522997953	1590523056055	OK	 
REQUEST	1884		Logged	1590523007665	1590523056056	OK	 
REQUEST	1864		Logged	1590522998609	1590523056056	OK	 
REQUEST	1856		Logged	1590522998609	1590523056056	OK	 
REQUEST	1855		Logged	1590522998609	1590523056056	OK	 
REQUEST	1855		Logged Redirect 1	1590523056056	1590523056058	OK	 
REQUEST	1884		Logged Redirect 1	1590523056056	1590523056058	OK	 
REQUEST	1856		Logged Redirect 1	1590523056056	1590523056058	OK	 
REQUEST	1864		Logged Redirect 1	1590523056056	1590523056058	OK	 
REQUEST	713		DiagnosisCreated	1590522996661	1590523056141	OK	 
USER	DiagnosisNotCreatedScn	745	END	1590522843024	1590523056269
USER	DiagnosisNotCreatedScn	736	END	1590522842704	1590523056269
REQUEST	1860		Logged	1590522998651	1590523056340	OK	 
REQUEST	766		DiagnosisCreated	1590522997963	1590523056344	OK	 
REQUEST	1250		MyVetSpace	1590523007632	1590523056368	OK	 
REQUEST	1824		Logged	1590522996662	1590523056459	OK	 
REQUEST	931		DiagnosisCreated	1590523014223	1590523056463	OK	 
REQUEST	1491		MyVetSpace	1590522998110	1590523056473	OK	 
REQUEST	1930		Logged	1590523007668	1590523056473	OK	 
REQUEST	1825		Logged	1590522996661	1590523056662	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	1820		Logged	1590522996662	1590523056663	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	1826		Logged	1590522996661	1590523056663	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	764		DiagnosisCreated	1590522996663	1590523056663	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	1312		MyVetSpace	1590522998378	1590523056774	OK	 
REQUEST	882		DiagnosisCreated	1590523014224	1590523056778	OK	 
REQUEST	502		DiagnosisCreated Redirect 1	1590522996802	1590523056862	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	1325		MyVetSpace	1590523014178	1590523056875	OK	 
REQUEST	1910		Logged	1590523007669	1590523056876	OK	 
REQUEST	1914		Logged	1590523007632	1590523056876	OK	 
REQUEST	1993		Logged	1590523014224	1590523056876	OK	 
REQUEST	1932		Logged	1590523007735	1590523056877	OK	 
REQUEST	1995		Logged	1590523014224	1590523056877	OK	 
REQUEST	1995		Logged Redirect 1	1590523056877	1590523056879	OK	 
REQUEST	1655		Logged Redirect 1	1590523014257	1590523056878	OK	 
REQUEST	1914		Logged Redirect 1	1590523056876	1590523056879	OK	 
REQUEST	922		AddNotDiagnosisForm	1590523014431	1590523056881	OK	 
REQUEST	965		AddDiagnosisForm	1590523014347	1590523056881	OK	 
REQUEST	837		AddNotDiagnosisForm	1590523014385	1590523056882	OK	 
REQUEST	986		AddNotDiagnosisForm	1590523014467	1590523056882	OK	 
REQUEST	987		AddNotDiagnosisForm	1590523014431	1590523056882	OK	 
REQUEST	1906		Logged	1590523007666	1590523056883	OK	 
REQUEST	842		DiagnosisCreated	1590523014698	1590523056884	OK	 
REQUEST	761		DiagnosisCreated	1590523014699	1590523056885	OK	 
REQUEST	710		DiagnosisCreated	1590523014700	1590523056887	OK	 
REQUEST	841		DiagnosisCreated	1590523014703	1590523056889	OK	 
REQUEST	1135		AddNotDiagnosisForm	1590523014702	1590523056889	OK	 
REQUEST	942		MyVetSpace Redirect 1	1590523014814	1590523056892	OK	 
REQUEST	640		DiagnosisCreated	1590523014618	1590523056893	OK	 
REQUEST	1730		Logged Redirect 1	1590523014813	1590523056894	OK	 
REQUEST	2000		Logged	1590523014224	1590523056894	OK	 
REQUEST	1727		Logged Redirect 1	1590523014814	1590523056895	OK	 
REQUEST	1735		Logged Redirect 1	1590523014814	1590523056897	OK	 
REQUEST	1734		Logged Redirect 1	1590523014815	1590523056898	OK	 
REQUEST	1723		Logged Redirect 1	1590523014815	1590523056900	OK	 
REQUEST	1509		Logged Redirect 1	1590523015115	1590523056945	OK	 
REQUEST	959		MyVetSpace Redirect 1	1590523015116	1590523056946	OK	 
REQUEST	1179		AddDiagnosisForm	1590523015169	1590523056945	OK	 
REQUEST	1501		Logged Redirect 1	1590523014813	1590523056956	OK	 
REQUEST	909		AddNotDiagnosisForm	1590523015075	1590523056957	OK	 
REQUEST	553		DiagnosisCreated Redirect 1	1590522996988	1590523056988	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	1183		MyVetSpace	1590523007668	1590523057047	OK	 
REQUEST	1935		Logged	1590523007903	1590523057086	OK	 
REQUEST	1191		MyVetSpace	1590523007668	1590523057161	OK	 
REQUEST	920		AddNotDiagnosisForm	1590523015659	1590523057169	OK	 
USER	DiagnosisCreatedScn	581	END	1590522831426	1590523057250
REQUEST	1337		MyVetSpace	1590523014181	1590523057301	OK	 
REQUEST	1861		Logged	1590523001959	1590523057302	OK	 
REQUEST	958		MyVetSpace Redirect 1	1590523016189	1590523057310	OK	 
REQUEST	876		AddDiagnosisForm	1590523016017	1590523057310	OK	 
REQUEST	950		AddNotDiagnosisForm	1590523015994	1590523057310	OK	 
REQUEST	1667		Logged Redirect 1	1590523016241	1590523057316	OK	 
REQUEST	1596		Logged Redirect 1	1590523016241	1590523057318	OK	 
REQUEST	631		AddDiagnosisForm Redirect 1	1590523016245	1590523057318	OK	 
REQUEST	1677		Logged Redirect 1	1590523016275	1590523057320	OK	 
REQUEST	1616		Logged Redirect 1	1590523016322	1590523057322	OK	 
REQUEST	1679		Logged Redirect 1	1590523016356	1590523057323	OK	 
REQUEST	622		AddDiagnosisForm Redirect 1	1590523016374	1590523057324	OK	 
REQUEST	868		AddNotDiagnosisForm Redirect 1	1590523016403	1590523057324	OK	 
REQUEST	1026		AddNotDiagnosisForm	1590523016408	1590523057326	OK	 
REQUEST	1688		Logged Redirect 1	1590523016450	1590523057327	OK	 
REQUEST	1704		Logged Redirect 1	1590523016450	1590523057329	OK	 
REQUEST	1672		Logged Redirect 1	1590523016450	1590523057330	OK	 
REQUEST	1660		Logged Redirect 1	1590523016456	1590523057331	OK	 
REQUEST	1674		Logged Redirect 1	1590523016599	1590523057333	OK	 
REQUEST	966		MyVetSpace Redirect 1	1590523016600	1590523057334	OK	 
REQUEST	1524		Logged Redirect 1	1590523016600	1590523057335	OK	 
REQUEST	1682		Logged Redirect 1	1590523016599	1590523057336	OK	 
REQUEST	1247		AddDiagnosisForm	1590523016630	1590523057340	OK	 
REQUEST	953		MyVetSpace Redirect 1	1590523016282	1590523057364	OK	 
REQUEST	1529		Logged Redirect 1	1590523016599	1590523057364	OK	 
USER	DiagnosisCreatedScn	447	END	1590522821477	1590523057374
REQUEST	1156		MyVetSpace	1590522998378	1590523057424	OK	 
REQUEST	1870		Logged	1590523001959	1590523057425	OK	 
REQUEST	1188		MyVetSpace	1590523007668	1590523057584	OK	 
REQUEST	1141		MyVetSpace	1590522997904	1590523057906	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
USER	DiagnosisCreatedScn	569	END	1590522830670	1590523057932
REQUEST	1140		MyVetSpace	1590522997937	1590523057938	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	1148		MyVetSpace	1590522997937	1590523057938	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	674		DiagnosisCreated	1590522997963	1590523057964	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	1830		Logged	1590522998008	1590523058008	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	1832		Logged	1590522998008	1590523058008	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	1851		Logged	1590522998378	1590523058379	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	1850		Logged	1590522998378	1590523058379	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	1842		Logged	1590522998378	1590523058379	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	1836		Logged	1590522998378	1590523058379	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	1146		MyVetSpace	1590522998379	1590523058380	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	817		DiagnosisCreated	1590523007903	1590523058392	OK	 
REQUEST	1846		Logged	1590522998392	1590523058393	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	1847		Logged	1590522998393	1590523058393	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	1853		Logged	1590522998392	1590523058394	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	839		DiagnosisCreated	1590523016935	1590523058441	OK	 
USER	DiagnosisCreatedScn	578	END	1590522830997	1590523058452
REQUEST	1138		MyVetSpace	1590523007632	1590523058480	OK	 
REQUEST	1212		MyVetSpace	1590523007903	1590523058516	OK	 
REQUEST	1085		MyVetSpace	1590522998705	1590523058541	OK	 
REQUEST	776		DiagnosisCreated	1590523016975	1590523058565	OK	 
REQUEST	556		DiagnosisCreated	1590523007665	1590523058573	OK	 
REQUEST	1858		Logged	1590522998609	1590523058610	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	1859		Logged	1590522998651	1590523058653	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	1406		MyVetSpace	1590522998681	1590523058665	OK	 
REQUEST	1139		MyVetSpace	1590523017090	1590523058668	OK	 
REQUEST	750		DiagnosisCreated	1590523017150	1590523058713	OK	 
REQUEST	1608		MyVetSpace	1590523009212	1590523058961	OK	 
REQUEST	786		DiagnosisCreated	1590523017152	1590523058969	OK	 
REQUEST	1639		Logged Redirect 1	1590523017184	1590523058971	OK	 
REQUEST	1221		MyVetSpace	1590523009212	1590523059064	OK	 
REQUEST	722		DiagnosisCreated	1590523017235	1590523059073	OK	 
REQUEST	775		DiagnosisCreated	1590523017235	1590523059075	OK	 
REQUEST	730		DiagnosisCreated	1590523017235	1590523059078	OK	 
REQUEST	867		AddNotDiagnosisForm	1590523017235	1590523059080	OK	 
REQUEST	1167		AddDiagnosisForm	1590523017312	1590523059082	OK	 
REQUEST	1025		AddNotDiagnosisForm	1590523017312	1590523059085	OK	 
REQUEST	1004		AddDiagnosisForm	1590523017312	1590523059086	OK	 
REQUEST	872		AddDiagnosisForm	1590523017312	1590523059089	OK	 
REQUEST	886		AddDiagnosisForm	1590523017421	1590523059091	OK	 
REQUEST	1673		MyVetSpace	1590523016144	1590523059561	OK	 
REQUEST	804		DiagnosisCreated	1590522999673	1590523059686	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	1225		MyVetSpace	1590523009225	1590523059744	OK	 
REQUEST	657		DiagnosisCreated Redirect 1	1590523008392	1590523059853	OK	 
REQUEST	1171		MyVetSpace	1590523017484	1590523059869	OK	 
REQUEST	704		DiagnosisCreated	1590523017484	1590523059872	OK	 
REQUEST	1164		MyVetSpace	1590523017484	1590523059873	OK	 
REQUEST	695		DiagnosisCreated	1590523017484	1590523059876	OK	 
REQUEST	1615		MyVetSpace	1590523009241	1590523059885	OK	 
USER	DiagnosisCreatedScn	543	END	1590522828701	1590523059949
REQUEST	660		DiagnosisCreated	1590522999952	1590523059952	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
USER	DiagnosisNotCreatedScn	1000	END	1590522862348	1590523059969
USER	DiagnosisNotCreatedScn	708	END	1590522840405	1590523060012
USER	DiagnosisNotCreatedScn	840	END	1590522850358	1590523060071
REQUEST	1224		MyVetSpace	1590523009225	1590523060458	OK	 
REQUEST	714		DiagnosisCreated	1590523009881	1590523060473	OK	 
REQUEST	1668		Logged Redirect 1	1590523017527	1590523060491	OK	 
REQUEST	1706		Logged Redirect 1	1590523017527	1590523060492	OK	 
REQUEST	1642		Logged Redirect 1	1590523017527	1590523060494	OK	 
REQUEST	1753		Logged Redirect 1	1590523017527	1590523060495	OK	 
USER	DiagnosisCreatedScn	644	END	1590522835997	1590523060633
USER	DiagnosisNotCreatedScn	798	END	1590522847039	1590523060636
REQUEST	892		DiagnosisCreated	1590523017562	1590523060657	OK	 
REQUEST	850		DiagnosisCreated	1590523017562	1590523060726	OK	 
REQUEST	709		DiagnosisCreated	1590523017562	1590523060729	OK	 
REQUEST	962		DiagnosisCreated	1590523017581	1590523060732	OK	 
REQUEST	1467		MyVetSpace	1590523003122	1590523060748	OK	 
REQUEST	1526		MyVetSpace	1590523009811	1590523060767	OK	 
USER	DiagnosisCreatedScn	555	END	1590522829593	1590523060777
REQUEST	799		DiagnosisCreated	1590523017581	1590523060778	OK	 
USER	DiagnosisCreatedScn	516	END	1590522826706	1590523060843
REQUEST	552		DiagnosisCreated Redirect 1	1590523002032	1590523060859	OK	 
REQUEST	1944		Logged	1590523010472	1590523060981	OK	 
REQUEST	889		DiagnosisCreated	1590523017151	1590523060982	OK	 
REQUEST	905		DiagnosisCreated	1590523017581	1590523060983	OK	 
REQUEST	1629		MyVetSpace	1590523009918	1590523061338	OK	 
REQUEST	1633		Logged Redirect 1	1590523017785	1590523061351	OK	 
REQUEST	1556		Logged Redirect 1	1590523017785	1590523061351	OK	 
REQUEST	1458		MyVetSpace	1590523009918	1590523061633	OK	 
REQUEST	1125		AddDiagnosisForm	1590523017851	1590523061641	OK	 
USER	DiagnosisCreatedScn	697	END	1590522839836	1590523062017
REQUEST	1001		AddNotDiagnosisForm	1590523017924	1590523062067	OK	 
REQUEST	1131		AddNotDiagnosisForm	1590523017924	1590523062068	OK	 
REQUEST	1431		MyVetSpace	1590523017975	1590523062069	OK	 
REQUEST	1448		MyVetSpace	1590523018011	1590523062070	OK	 
REQUEST	1454		MyVetSpace	1590523018011	1590523062070	OK	 
REQUEST	1447		MyVetSpace	1590523018011	1590523062071	OK	 
REQUEST	1445		MyVetSpace	1590523018011	1590523062072	OK	 
REQUEST	1464		MyVetSpace	1590523018047	1590523062073	OK	 
REQUEST	1459		MyVetSpace	1590523018047	1590523062074	OK	 
REQUEST	933		AddNotDiagnosisForm	1590523018124	1590523062076	OK	 
REQUEST	1463		MyVetSpace	1590523018151	1590523062111	OK	 
REQUEST	1469		MyVetSpace	1590523018151	1590523062114	OK	 
REQUEST	1469		MyVetSpace Redirect 1	1590523062114	1590523062115	OK	 
REQUEST	1477		MyVetSpace	1590523018192	1590523062117	OK	 
REQUEST	1396		MyVetSpace	1590523003122	1590523062128	OK	 
REQUEST	1929		Logged	1590523010500	1590523062128	OK	 
REQUEST	1936		Logged	1590523010500	1590523062128	OK	 
REQUEST	1871		Logged	1590523005304	1590523062133	OK	 
REQUEST	1938		Logged	1590523010710	1590523062133	OK	 
REQUEST	1871		Logged Redirect 1	1590523062133	1590523062134	OK	 
REQUEST	1222		AddDiagnosisForm	1590523018877	1590523062135	OK	 
REQUEST	725		DiagnosisCreated	1590523010181	1590523062139	OK	 
REQUEST	1040		AddNotDiagnosisForm	1590523019125	1590523062141	OK	 
REQUEST	1702		Logged Redirect 1	1590523019315	1590523062222	OK	 
REQUEST	1199		MyVetSpace	1590523019414	1590523062222	OK	 
REQUEST	1773		Logged Redirect 1	1590523019314	1590523062222	OK	 
REQUEST	1709		Logged Redirect 1	1590523019449	1590523062223	OK	 
REQUEST	1777		Logged Redirect 1	1590523019315	1590523062223	OK	 
REQUEST	632		DiagnosisCreated Redirect 1	1590523010133	1590523062224	OK	 
REQUEST	1461		MyVetSpace	1590523003262	1590523062224	OK	 
REQUEST	1012		AddNotDiagnosisForm	1590523019459	1590523062245	OK	 
REQUEST	1077		AddNotDiagnosisForm	1590523019459	1590523062313	OK	 
REQUEST	1765		Logged Redirect 1	1590523019315	1590523062314	OK	 
USER	DiagnosisNotCreatedScn	931	END	1590522856977	1590523062467
REQUEST	824		DiagnosisCreated	1590523019498	1590523062475	OK	 
REQUEST	1784		Logged Redirect 1	1590523019314	1590523062475	OK	 
USER	DiagnosisNotCreatedScn	882	END	1590522853725	1590523062723
REQUEST	1470		MyVetSpace	1590523009958	1590523062751	OK	 
REQUEST	689		DiagnosisCreated	1590523003328	1590523062827	OK	 
USER	DiagnosisNotCreatedScn	761	END	1590522844541	1590523062834
USER	DiagnosisNotCreatedScn	710	END	1590522840700	1590523062835
USER	DiagnosisNotCreatedScn	842	END	1590522850678	1590523062835
REQUEST	568		DiagnosisCreated Redirect 1	1590523010390	1590523062864	OK	 
REQUEST	1874		Logged	1590523006240	1590523062864	OK	 
REQUEST	1939		Logged	1590523011879	1590523062864	OK	 
REQUEST	1947		Logged	1590523012103	1590523062864	OK	 
REQUEST	1874		Logged Redirect 1	1590523062864	1590523062866	OK	 
USER	DiagnosisNotCreatedScn	841	END	1590522850502	1590523062876
USER	DiagnosisCreatedScn	593	END	1590522832222	1590523062876
USER	DiagnosisCreatedScn	406	END	1590522818257	1590523062877
USER	DiagnosisNotCreatedScn	640	END	1590522835355	1590523062955
REQUEST	1237		MyVetSpace	1590523010474	1590523062965	OK	 
REQUEST	1873		Logged	1590523006241	1590523062966	OK	 
REQUEST	744		DiagnosisCreated	1590523019523	1590523062977	OK	 
REQUEST	816		DiagnosisCreated	1590523019523	1590523062979	OK	 
