ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.Historia22Test	historia22test	1590522786541	 	3.3.1
REQUEST	268		Logged	1590522822500	1590522826909	OK	 
REQUEST	261		Logged	1590522822457	1590522826909	OK	 
REQUEST	270		Logged	1590522822742	1590522826909	OK	 
REQUEST	269		Logged	1590522822612	1590522826909	OK	 
REQUEST	269		Logged Redirect 1	1590522826909	1590522826911	OK	 
REQUEST	268		Logged Redirect 1	1590522826909	1590522826911	OK	 
REQUEST	261		Logged Redirect 1	1590522826909	1590522826911	OK	 
REQUEST	270		Logged Redirect 1	1590522826909	1590522826912	OK	 
REQUEST	182		Logged	1590522816646	1590522826937	OK	 
REQUEST	182		Logged Redirect 1	1590522826938	1590522826939	OK	 
USER	DiagnosisCreatedScn	524	START	1590522826982	1590522826982
USER	DiagnosisNotCreatedScn	531	START	1590522826982	1590522826982
REQUEST	437		Login	1590522826982	1590522826983	OK	 
REQUEST	431		Login	1590522826982	1590522826983	OK	 
REQUEST	524		Home	1590522826983	1590522826985	OK	 
REQUEST	531		Home	1590522826983	1590522826985	OK	 
REQUEST	137		MyVetSpace	1590522821784	1590522827045	OK	 
REQUEST	135		MyVetSpace	1590522822412	1590522827063	OK	 
REQUEST	102		MyVetSpace	1590522818574	1590522827099	OK	 
REQUEST	271		Logged	1590522822985	1590522827098	OK	 
USER	DiagnosisCreatedScn	525	START	1590522827100	1590522827100
USER	DiagnosisNotCreatedScn	532	START	1590522827101	1590522827101
REQUEST	271		Logged Redirect 1	1590522827099	1590522827102	OK	 
REQUEST	432		Login	1590522827100	1590522827103	OK	 
REQUEST	525		Home	1590522827101	1590522827104	OK	 
REQUEST	532		Home	1590522827101	1590522827105	OK	 
REQUEST	438		Login	1590522827100	1590522827128	OK	 
REQUEST	54		AddNotDiagnosisForm	1590522827100	1590522827129	OK	 
REQUEST	138		MyVetSpace	1590522821970	1590522827170	OK	 
USER	DiagnosisNotCreatedScn	533	START	1590522827245	1590522827245
REQUEST	439		Login	1590522827244	1590522827245	OK	 
REQUEST	433		Login	1590522827244	1590522827245	OK	 
USER	DiagnosisCreatedScn	526	START	1590522827245	1590522827245
REQUEST	533		Home	1590522827245	1590522827250	OK	 
REQUEST	526		Home	1590522827245	1590522827251	OK	 
REQUEST	80		AddNotDiagnosisForm	1590522827276	1590522827316	OK	 
REQUEST	142		MyVetSpace	1590522822412	1590522827336	OK	 
REQUEST	326		Logged	1590522827325	1590522827344	OK	 
REQUEST	33		AddDiagnosisForm	1590522827328	1590522827344	OK	 
REQUEST	278		Logged	1590522823176	1590522827344	OK	 
REQUEST	272		Logged	1590522823176	1590522827344	OK	 
REQUEST	326		Logged Redirect 1	1590522827344	1590522827345	OK	 
REQUEST	278		Logged Redirect 1	1590522827344	1590522827346	OK	 
REQUEST	272		Logged Redirect 1	1590522827344	1590522827348	OK	 
REQUEST	279		Logged	1590522823221	1590522827348	OK	 
REQUEST	279		Logged Redirect 1	1590522827348	1590522827351	OK	 
USER	DiagnosisNotCreatedScn	534	START	1590522827408	1590522827408
USER	DiagnosisCreatedScn	527	START	1590522827408	1590522827408
REQUEST	440		Login	1590522827409	1590522827410	OK	 
REQUEST	534		Home	1590522827409	1590522827412	OK	 
REQUEST	527		Home	1590522827409	1590522827412	OK	 
REQUEST	140		MyVetSpace	1590522822373	1590522827417	OK	 
REQUEST	221		Logged	1590522819490	1590522827418	OK	 
REQUEST	221		Logged Redirect 1	1590522827418	1590522827419	OK	 
REQUEST	57		AddDiagnosisForm	1590522827442	1590522827444	OK	 
REQUEST	154		MyVetSpace	1590522822447	1590522827497	OK	 
REQUEST	222		Logged	1590522819592	1590522827499	OK	 
REQUEST	275		Logged	1590522823577	1590522827499	OK	 
REQUEST	275		Logged Redirect 1	1590522827500	1590522827501	OK	 
REQUEST	222		Logged Redirect 1	1590522827500	1590522827501	OK	 
USER	DiagnosisCreatedScn	528	START	1590522827595	1590522827595
USER	DiagnosisNotCreatedScn	535	START	1590522827595	1590522827595
REQUEST	434		Login	1590522827595	1590522827597	OK	 
REQUEST	535		Home	1590522827596	1590522827600	OK	 
REQUEST	528		Home	1590522827596	1590522827600	OK	 
REQUEST	147		MyVetSpace	1590522822412	1590522827658	OK	 
REQUEST	435		Login	1590522827688	1590522827689	OK	 
USER	DiagnosisCreatedScn	529	START	1590522827689	1590522827689
REQUEST	441		Login	1590522827688	1590522827689	OK	 
REQUEST	529		Home	1590522827689	1590522827692	OK	 
REQUEST	160		MyVetSpace	1590522822447	1590522827721	OK	 
REQUEST	194		Logged	1590522817377	1590522827721	OK	 
REQUEST	194		Logged Redirect 1	1590522827721	1590522827723	OK	 
USER	DiagnosisNotCreatedScn	536	START	1590522827764	1590522827764
REQUEST	55		AddNotDiagnosisForm	1590522827764	1590522827769	OK	 
REQUEST	536		Home	1590522827764	1590522827771	OK	 
REQUEST	65		AddNotDiagnosisForm	1590522827767	1590522827771	OK	 
REQUEST	56		AddNotDiagnosisForm	1590522827764	1590522827771	OK	 
REQUEST	436		Login	1590522827794	1590522827795	OK	 
REQUEST	442		Login	1590522827794	1590522827795	OK	 
USER	DiagnosisCreatedScn	537	START	1590522827819	1590522827819
USER	DiagnosisNotCreatedScn	544	START	1590522827823	1590522827823
REQUEST	537		Home	1590522827820	1590522827895	OK	 
REQUEST	46		AddDiagnosisForm	1590522827815	1590522827895	OK	 
REQUEST	544		Home	1590522827824	1590522827896	OK	 
REQUEST	49		AddDiagnosisForm	1590522827815	1590522827897	OK	 
REQUEST	450		Login	1590522827935	1590522827936	OK	 
REQUEST	443		Login	1590522827935	1590522827936	OK	 
USER	DiagnosisCreatedScn	538	START	1590522827970	1590522827970
USER	DiagnosisNotCreatedScn	545	START	1590522827970	1590522827970
REQUEST	538		Home	1590522827970	1590522827973	OK	 
REQUEST	545		Home	1590522827970	1590522827973	OK	 
REQUEST	66		AddNotDiagnosisForm	1590522828023	1590522828070	OK	 
REQUEST	444		Login	1590522828059	1590522828070	OK	 
REQUEST	451		Login	1590522828059	1590522828101	OK	 
REQUEST	59		AddDiagnosisForm	1590522828059	1590522828103	OK	 
REQUEST	67		AddNotDiagnosisForm	1590522828105	1590522828107	OK	 
USER	DiagnosisNotCreatedScn	546	START	1590522828150	1590522828150
USER	DiagnosisCreatedScn	539	START	1590522828150	1590522828150
REQUEST	539		Home	1590522828150	1590522828153	OK	 
REQUEST	546		Home	1590522828150	1590522828153	OK	 
REQUEST	157		MyVetSpace	1590522822979	1590522828224	OK	 
REQUEST	452		Login	1590522828234	1590522828236	OK	 
USER	DiagnosisCreatedScn	540	START	1590522828252	1590522828252
USER	DiagnosisNotCreatedScn	547	START	1590522828252	1590522828252
REQUEST	445		Login	1590522828234	1590522828299	OK	 
REQUEST	540		Home	1590522828253	1590522828306	OK	 
REQUEST	547		Home	1590522828253	1590522828333	OK	 
USER	DiagnosisCreatedScn	541	START	1590522828401	1590522828401
USER	DiagnosisNotCreatedScn	548	START	1590522828401	1590522828401
REQUEST	548		Home	1590522828401	1590522828411	OK	 
REQUEST	541		Home	1590522828401	1590522828435	OK	 
REQUEST	446		Login	1590522828436	1590522828437	OK	 
REQUEST	453		Login	1590522828436	1590522828437	OK	 
REQUEST	150		MyVetSpace	1590522823261	1590522828445	OK	 
REQUEST	120		MyVetSpace	1590522819440	1590522828474	OK	 
REQUEST	282		Logged	1590522823754	1590522828475	OK	 
REQUEST	282		Logged Redirect 1	1590522828476	1590522828477	OK	 
USER	DiagnosisCreatedScn	542	START	1590522828540	1590522828540
USER	DiagnosisNotCreatedScn	549	START	1590522828542	1590522828542
REQUEST	542		Home	1590522828540	1590522828547	OK	 
REQUEST	549		Home	1590522828542	1590522828549	OK	 
REQUEST	454		Login	1590522828538	1590522828577	OK	 
REQUEST	447		Login	1590522828578	1590522828579	OK	 
REQUEST	61		AddDiagnosisForm	1590522828625	1590522828627	OK	 
REQUEST	145		MyVetSpace	1590522822902	1590522828641	OK	 
REQUEST	288		Logged	1590522824602	1590522828696	OK	 
REQUEST	284		Logged	1590522824004	1590522828696	OK	 
REQUEST	239		Logged	1590522820277	1590522828697	OK	 
REQUEST	285		Logged	1590522824167	1590522828700	OK	 
USER	DiagnosisCreatedScn	543	START	1590522828701	1590522828701
USER	DiagnosisNotCreatedScn	550	START	1590522828701	1590522828701
REQUEST	239		Logged Redirect 1	1590522828697	1590522828709	OK	 
REQUEST	288		Logged Redirect 1	1590522828696	1590522828709	OK	 
REQUEST	284		Logged Redirect 1	1590522828696	1590522828710	OK	 
REQUEST	543		Home	1590522828702	1590522828710	OK	 
REQUEST	285		Logged Redirect 1	1590522828700	1590522828710	OK	 
REQUEST	455		Login	1590522828701	1590522828710	OK	 
REQUEST	448		Login	1590522828701	1590522828710	OK	 
REQUEST	550		Home	1590522828702	1590522828711	OK	 
REQUEST	290		Logged	1590522823867	1590522828641	OK	 
REQUEST	292		Logged	1590522824167	1590522828712	OK	 
REQUEST	116		MyVetSpace	1590522819910	1590522828713	OK	 
REQUEST	290		Logged Redirect 1	1590522828712	1590522828719	OK	 
REQUEST	292		Logged Redirect 1	1590522828712	1590522828744	OK	 
REQUEST	139		MyVetSpace	1590522823025	1590522828758	OK	 
REQUEST	287		Logged	1590522824639	1590522828759	OK	 
REQUEST	287		Logged Redirect 1	1590522828759	1590522828762	OK	 
REQUEST	68		AddNotDiagnosisForm	1590522828771	1590522828773	OK	 
REQUEST	449		Login	1590522828798	1590522828830	OK	 
REQUEST	456		Login	1590522828798	1590522828831	OK	 
REQUEST	159		MyVetSpace	1590522823024	1590522828834	OK	 
REQUEST	158		MyVetSpace	1590522822955	1590522828837	OK	 
REQUEST	293		Logged	1590522824639	1590522828863	OK	 
REQUEST	293		Logged Redirect 1	1590522828864	1590522828866	OK	 
REQUEST	294		Logged	1590522824639	1590522828867	OK	 
REQUEST	203		Logged	1590522817881	1590522828867	OK	 
REQUEST	234		Logged	1590522820360	1590522828868	OK	 
REQUEST	203		Logged Redirect 1	1590522828867	1590522828869	OK	 
REQUEST	294		Logged Redirect 1	1590522828867	1590522828869	OK	 
REQUEST	234		Logged Redirect 1	1590522828868	1590522828869	OK	 
USER	DiagnosisCreatedScn	551	START	1590522828927	1590522828927
USER	DiagnosisNotCreatedScn	557	START	1590522828927	1590522828927
REQUEST	557		Home	1590522828927	1590522828930	OK	 
REQUEST	551		Home	1590522828927	1590522828930	OK	 
REQUEST	464		Login	1590522828930	1590522828931	OK	 
REQUEST	457		Login	1590522828933	1590522828934	OK	 
REQUEST	69		AddNotDiagnosisForm	1590522828968	1590522828970	OK	 
REQUEST	62		AddDiagnosisForm	1590522829010	1590522829012	OK	 
REQUEST	63		AddDiagnosisForm	1590522829010	1590522829012	OK	 
REQUEST	465		Login	1590522829050	1590522829051	OK	 
REQUEST	458		Login	1590522829053	1590522829053	OK	 
REQUEST	123		MyVetSpace	1590522820236	1590522829057	OK	 
USER	DiagnosisCreatedScn	552	START	1590522829095	1590522829095
USER	DiagnosisNotCreatedScn	558	START	1590522829095	1590522829095
REQUEST	552		Home	1590522829095	1590522829100	OK	 
REQUEST	558		Home	1590522829096	1590522829101	OK	 
REQUEST	72		AddDiagnosisForm	1590522829095	1590522829100	OK	 
REQUEST	121		MyVetSpace	1590522819735	1590522829146	OK	 
REQUEST	289		Logged	1590522824784	1590522829147	OK	 
REQUEST	289		Logged Redirect 1	1590522829147	1590522829149	OK	 
REQUEST	459		Login	1590522829189	1590522829190	OK	 
REQUEST	466		Login	1590522829189	1590522829190	OK	 
REQUEST	71		AddDiagnosisForm	1590522829220	1590522829222	OK	 
USER	DiagnosisCreatedScn	553	START	1590522829241	1590522829241
USER	DiagnosisNotCreatedScn	559	START	1590522829241	1590522829241
REQUEST	553		Home	1590522829242	1590522829321	OK	 
REQUEST	559		Home	1590522829242	1590522829321	OK	 
REQUEST	78		AddNotDiagnosisForm	1590522829324	1590522829346	OK	 
REQUEST	467		Login	1590522829353	1590522829354	OK	 
REQUEST	460		Login	1590522829353	1590522829354	OK	 
USER	DiagnosisCreatedScn	554	START	1590522829433	1590522829433
USER	DiagnosisNotCreatedScn	560	START	1590522829433	1590522829433
REQUEST	554		Home	1590522829434	1590522829437	OK	 
REQUEST	560		Home	1590522829434	1590522829437	OK	 
REQUEST	16		DiagnosisCreated	1590522829474	1590522829477	OK	 
REQUEST	461		Login	1590522829510	1590522829511	OK	 
REQUEST	468		Login	1590522829510	1590522829511	OK	 
REQUEST	124		MyVetSpace	1590522820236	1590522829536	OK	 
REQUEST	248		Logged	1590522821602	1590522829536	OK	 
REQUEST	247		Logged	1590522821533	1590522829536	OK	 
REQUEST	297		Logged	1590522824892	1590522829537	OK	 
REQUEST	305		Logged	1590522825051	1590522829538	OK	 
REQUEST	248		Logged Redirect 1	1590522829537	1590522829539	OK	 
REQUEST	247		Logged Redirect 1	1590522829537	1590522829540	OK	 
REQUEST	297		Logged Redirect 1	1590522829538	1590522829540	OK	 
REQUEST	305		Logged Redirect 1	1590522829538	1590522829541	OK	 
REQUEST	252		Logged	1590522821170	1590522829563	OK	 
REQUEST	252		Logged Redirect 1	1590522829563	1590522829566	OK	 
USER	DiagnosisCreatedScn	555	START	1590522829593	1590522829593
USER	DiagnosisNotCreatedScn	561	START	1590522829593	1590522829593
REQUEST	561		Home	1590522829593	1590522829596	OK	 
REQUEST	555		Home	1590522829593	1590522829596	OK	 
REQUEST	73		AddDiagnosisForm	1590522829593	1590522829606	OK	 
REQUEST	74		AddDiagnosisForm	1590522829593	1590522829606	OK	 
REQUEST	149		MyVetSpace	1590522823723	1590522829647	OK	 
REQUEST	462		Login	1590522829718	1590522829719	OK	 
REQUEST	469		Login	1590522829719	1590522829720	OK	 
REQUEST	17		DiagnosisCreated	1590522829721	1590522829724	OK	 
USER	DiagnosisCreatedScn	556	START	1590522829762	1590522829762
USER	DiagnosisNotCreatedScn	562	START	1590522829763	1590522829763
REQUEST	556		Home	1590522829763	1590522829808	OK	 
REQUEST	562		Home	1590522829763	1590522829809	OK	 
REQUEST	470		Login	1590522829812	1590522829816	OK	 
REQUEST	463		Login	1590522829817	1590522829819	OK	 
USER	DiagnosisCreatedScn	563	START	1590522829819	1590522829819
REQUEST	64		AddNotDiagnosisForm	1590522829818	1590522829820	OK	 
USER	DiagnosisNotCreatedScn	570	START	1590522829820	1590522829820
REQUEST	563		Home	1590522829820	1590522829822	OK	 
REQUEST	570		Home	1590522829820	1590522829823	OK	 
REQUEST	471		Login	1590522829912	1590522829913	OK	 
REQUEST	477		Login	1590522829912	1590522829913	OK	 
USER	DiagnosisCreatedScn	564	START	1590522829972	1590522829972
USER	DiagnosisNotCreatedScn	571	START	1590522829972	1590522829972
REQUEST	571		Home	1590522829973	1590522829975	OK	 
REQUEST	170		MyVetSpace	1590522824639	1590522829984	OK	 
REQUEST	306		Logged	1590522825229	1590522829985	OK	 
REQUEST	306		Logged Redirect 1	1590522829985	1590522829987	OK	 
REQUEST	564		Home	1590522829973	1590522829989	OK	 
REQUEST	19		DiagnosisCreated	1590522830027	1590522830029	OK	 
REQUEST	81		AddNotDiagnosisForm	1590522830027	1590522830029	OK	 
REQUEST	161		MyVetSpace	1590522824413	1590522830048	OK	 
REQUEST	301		Logged	1590522825477	1590522830049	OK	 
REQUEST	307		Logged	1590522825358	1590522830049	OK	 
REQUEST	301		Logged Redirect 1	1590522830050	1590522830052	OK	 
REQUEST	307		Logged Redirect 1	1590522830050	1590522830053	OK	 
REQUEST	308		Logged	1590522825477	1590522830055	OK	 
REQUEST	302		Logged	1590522825635	1590522830055	OK	 
REQUEST	258		Logged	1590522822025	1590522830055	OK	 
REQUEST	256		Logged	1590522821811	1590522830057	OK	 
REQUEST	258		Logged Redirect 1	1590522830056	1590522830057	OK	 
REQUEST	302		Logged Redirect 1	1590522830055	1590522830057	OK	 
REQUEST	308		Logged Redirect 1	1590522830055	1590522830058	OK	 
REQUEST	256		Logged Redirect 1	1590522830057	1590522830059	OK	 
REQUEST	136		MyVetSpace	1590522823753	1590522830079	OK	 
REQUEST	162		MyVetSpace	1590522824639	1590522830126	OK	 
USER	DiagnosisCreatedScn	565	START	1590522830155	1590522830155
USER	DiagnosisNotCreatedScn	572	START	1590522830155	1590522830155
REQUEST	472		Login	1590522830154	1590522830155	OK	 
REQUEST	478		Login	1590522830155	1590522830156	OK	 
REQUEST	565		Home	1590522830155	1590522830158	OK	 
REQUEST	572		Home	1590522830155	1590522830158	OK	 
REQUEST	18		DiagnosisCreated	1590522830157	1590522830160	OK	 
REQUEST	165		MyVetSpace	1590522824784	1590522830161	OK	 
USER	DiagnosisNotCreatedScn	573	START	1590522830244	1590522830244
USER	DiagnosisCreatedScn	566	START	1590522830244	1590522830244
REQUEST	473		Login	1590522830244	1590522830245	OK	 
REQUEST	479		Login	1590522830244	1590522830246	OK	 
REQUEST	566		Home	1590522830244	1590522830247	OK	 
REQUEST	573		Home	1590522830244	1590522830247	OK	 
REQUEST	125		MyVetSpace	1590522820812	1590522830328	OK	 
REQUEST	303		Logged	1590522825808	1590522830347	OK	 
REQUEST	303		Logged Redirect 1	1590522830348	1590522830350	OK	 
REQUEST	310		Logged	1590522825773	1590522830351	OK	 
REQUEST	310		Logged Redirect 1	1590522830352	1590522830370	OK	 
USER	DiagnosisNotCreatedScn	574	START	1590522830407	1590522830407
USER	DiagnosisCreatedScn	567	START	1590522830407	1590522830407
REQUEST	574		Home	1590522830408	1590522830411	OK	 
REQUEST	567		Home	1590522830408	1590522830411	OK	 
REQUEST	480		Login	1590522830434	1590522830435	OK	 
REQUEST	474		Login	1590522830434	1590522830435	OK	 
REQUEST	76		AddDiagnosisForm	1590522830434	1590522830436	OK	 
REQUEST	75		AddDiagnosisForm	1590522830434	1590522830436	OK	 
REQUEST	90		AddNotDiagnosisForm	1590522830434	1590522830436	OK	 
REQUEST	84		AddDiagnosisForm	1590522830469	1590522830471	OK	 
REQUEST	151		MyVetSpace	1590522824640	1590522830479	OK	 
REQUEST	311		Logged	1590522825954	1590522830507	OK	 
REQUEST	311		Logged Redirect 1	1590522830508	1590522830509	OK	 
REQUEST	58		AddDiagnosisForm	1590522830520	1590522830522	OK	 
USER	DiagnosisNotCreatedScn	575	START	1590522830555	1590522830555
USER	DiagnosisCreatedScn	568	START	1590522830555	1590522830555
REQUEST	568		Home	1590522830556	1590522830558	OK	 
REQUEST	575		Home	1590522830556	1590522830558	OK	 
REQUEST	481		Login	1590522830607	1590522830608	OK	 
REQUEST	475		Login	1590522830608	1590522830609	OK	 
USER	DiagnosisCreatedScn	569	START	1590522830670	1590522830670
USER	DiagnosisNotCreatedScn	576	START	1590522830670	1590522830670
REQUEST	569		Home	1590522830670	1590522830673	OK	 
REQUEST	576		Home	1590522830670	1590522830678	OK	 
REQUEST	21		DiagnosisCreated	1590522830705	1590522830708	OK	 
REQUEST	482		Login	1590522830734	1590522830734	OK	 
REQUEST	91		AddNotDiagnosisForm	1590522830734	1590522830736	OK	 
REQUEST	476		Login	1590522830734	1590522830747	OK	 
REQUEST	126		MyVetSpace	1590522821602	1590522830753	OK	 
REQUEST	171		MyVetSpace	1590522824821	1590522830842	OK	 
REQUEST	312		Logged	1590522826089	1590522830855	OK	 
REQUEST	312		Logged Redirect 1	1590522830855	1590522830856	OK	 
REQUEST	20		DiagnosisCreated	1590522830789	1590522830859	OK	 
USER	DiagnosisCreatedScn	577	START	1590522830860	1590522830860
USER	DiagnosisNotCreatedScn	584	START	1590522830862	1590522830862
REQUEST	577		Home	1590522830861	1590522830865	OK	 
REQUEST	584		Home	1590522830863	1590522830867	OK	 
REQUEST	318		Logged	1590522826089	1590522830870	OK	 
REQUEST	318		Logged Redirect 1	1590522830870	1590522830871	OK	 
REQUEST	143		MyVetSpace	1590522825230	1590522830876	OK	 
REQUEST	315		Logged	1590522826639	1590522830892	OK	 
REQUEST	313		Logged	1590522826212	1590522830892	OK	 
REQUEST	313		Logged Redirect 1	1590522830893	1590522830894	OK	 
REQUEST	315		Logged Redirect 1	1590522830893	1590522830895	OK	 
REQUEST	483		Login	1590522830924	1590522830925	OK	 
REQUEST	490		Login	1590522830924	1590522830925	OK	 
USER	DiagnosisCreatedScn	578	START	1590522830997	1590522830997
USER	DiagnosisNotCreatedScn	585	START	1590522830997	1590522830997
REQUEST	585		Home	1590522830997	1590522831000	OK	 
REQUEST	578		Home	1590522830997	1590522831000	OK	 
REQUEST	484		Login	1590522831083	1590522831084	OK	 
REQUEST	491		Login	1590522831083	1590522831085	OK	 
REQUEST	60		AddDiagnosisForm	1590522831117	1590522831119	OK	 
USER	DiagnosisNotCreatedScn	586	START	1590522831135	1590522831135
USER	DiagnosisCreatedScn	579	START	1590522831135	1590522831135
REQUEST	579		Home	1590522831135	1590522831138	OK	 
REQUEST	586		Home	1590522831135	1590522831146	OK	 
REQUEST	22		DiagnosisCreated	1590522831153	1590522831155	OK	 
REQUEST	93		AddNotDiagnosisForm	1590522831183	1590522831186	OK	 
REQUEST	492		Login	1590522831242	1590522831243	OK	 
USER	DiagnosisCreatedScn	580	START	1590522831284	1590522831284
USER	DiagnosisNotCreatedScn	587	START	1590522831284	1590522831284
REQUEST	580		Home	1590522831287	1590522831294	OK	 
REQUEST	486		Login	1590522831323	1590522831327	OK	 
REQUEST	485		Login	1590522831242	1590522831330	OK	 
REQUEST	493		Login	1590522831324	1590522831342	OK	 
REQUEST	587		Home	1590522831288	1590522831358	OK	 
REQUEST	86		AddDiagnosisForm	1590522831324	1590522831359	OK	 
REQUEST	48		MyVetSpace	1590522814569	1590522831387	OK	 
REQUEST	322		Logged	1590522826779	1590522831388	OK	 
REQUEST	314		Logged	1590522826639	1590522831388	OK	 
REQUEST	323		Logged	1590522826866	1590522831388	OK	 
REQUEST	322		Logged Redirect 1	1590522831389	1590522831390	OK	 
REQUEST	323		Logged Redirect 1	1590522831389	1590522831391	OK	 
REQUEST	314		Logged Redirect 1	1590522831389	1590522831392	OK	 
REQUEST	174		MyVetSpace	1590522825358	1590522831397	OK	 
REQUEST	217		Logged	1590522818862	1590522831398	OK	 
REQUEST	262		Logged	1590522822612	1590522831399	OK	 
REQUEST	217		Logged Redirect 1	1590522831398	1590522831400	OK	 
REQUEST	262		Logged Redirect 1	1590522831400	1590522831401	OK	 
REQUEST	70		AddNotDiagnosisForm	1590522831404	1590522831406	OK	 
USER	DiagnosisCreatedScn	581	START	1590522831426	1590522831426
REQUEST	23		DiagnosisCreated	1590522831425	1590522831428	OK	 
USER	DiagnosisNotCreatedScn	588	START	1590522831427	1590522831427
REQUEST	581		Home	1590522831426	1590522831434	OK	 
REQUEST	588		Home	1590522831427	1590522831434	OK	 
REQUEST	168		MyVetSpace	1590522825778	1590522831451	OK	 
REQUEST	95		AddNotDiagnosisForm	1590522831457	1590522831459	OK	 
REQUEST	148		MyVetSpace	1590522825718	1590522831478	OK	 
REQUEST	487		Login	1590522831501	1590522831502	OK	 
REQUEST	494		Login	1590522831501	1590522831502	OK	 
REQUEST	94		AddNotDiagnosisForm	1590522831513	1590522831515	OK	 
REQUEST	176		MyVetSpace	1590522825773	1590522831537	OK	 
REQUEST	331		Logged	1590522827034	1590522831537	OK	 
REQUEST	331		Logged Redirect 1	1590522831538	1590522831539	OK	 
USER	DiagnosisCreatedScn	582	START	1590522831558	1590522831558
USER	DiagnosisNotCreatedScn	589	START	1590522831559	1590522831559
REQUEST	589		Home	1590522831559	1590522831561	OK	 
REQUEST	582		Home	1590522831559	1590522831562	OK	 
REQUEST	495		Login	1590522831627	1590522831628	OK	 
REQUEST	488		Login	1590522831627	1590522831628	OK	 
REQUEST	169		MyVetSpace	1590522825773	1590522831639	OK	 
REQUEST	277		Logged	1590522822979	1590522831643	OK	 
REQUEST	277		Logged Redirect 1	1590522831643	1590522831644	OK	 
REQUEST	25		DiagnosisCreated	1590522831704	1590522831707	OK	 
USER	DiagnosisNotCreatedScn	590	START	1590522831722	1590522831722
USER	DiagnosisCreatedScn	583	START	1590522831722	1590522831722
REQUEST	583		Home	1590522831722	1590522831725	OK	 
REQUEST	590		Home	1590522831722	1590522831747	OK	 
REQUEST	489		Login	1590522831785	1590522831789	OK	 
REQUEST	496		Login	1590522831785	1590522831789	OK	 
USER	DiagnosisNotCreatedScn	597	START	1590522831862	1590522831862
USER	DiagnosisCreatedScn	591	START	1590522831862	1590522831862
REQUEST	186		MyVetSpace	1590522826030	1590522831884	OK	 
REQUEST	274		Logged	1590522823474	1590522831884	OK	 
REQUEST	219		Logged	1590522819137	1590522831884	OK	 
REQUEST	333		Logged	1590522827323	1590522831884	OK	 
REQUEST	332		Logged	1590522827369	1590522831884	OK	 
REQUEST	332		Logged Redirect 1	1590522831885	1590522831886	OK	 
REQUEST	274		Logged Redirect 1	1590522831885	1590522831886	OK	 
REQUEST	333		Logged Redirect 1	1590522831885	1590522831886	OK	 
REQUEST	219		Logged Redirect 1	1590522831885	1590522831886	OK	 
REQUEST	597		Home	1590522831862	1590522831894	OK	 
REQUEST	591		Home	1590522831862	1590522831897	OK	 
REQUEST	497		Login	1590522831899	1590522831899	OK	 
REQUEST	504		Login	1590522831899	1590522831900	OK	 
REQUEST	104		AddNotDiagnosisForm	1590522831899	1590522831901	OK	 
REQUEST	87		AddDiagnosisForm	1590522831934	1590522831936	OK	 
REQUEST	498		Login	1590522832001	1590522832001	OK	 
REQUEST	505		Login	1590522832001	1590522832002	OK	 
USER	DiagnosisCreatedScn	592	START	1590522832029	1590522832029
USER	DiagnosisNotCreatedScn	598	START	1590522832029	1590522832029
REQUEST	598		Home	1590522832030	1590522832033	OK	 
REQUEST	592		Home	1590522832030	1590522832033	OK	 
REQUEST	28		DiagnosisCreated	1590522832024	1590522832034	OK	 
REQUEST	77		AddNotDiagnosisForm	1590522832044	1590522832047	OK	 
REQUEST	179		MyVetSpace	1590522826117	1590522832133	OK	 
REQUEST	281		Logged	1590522823577	1590522832133	OK	 
REQUEST	223		Logged	1590522819708	1590522832134	OK	 
REQUEST	223		Logged Redirect 1	1590522832134	1590522832136	OK	 
REQUEST	327		Logged	1590522827505	1590522832136	OK	 
REQUEST	281		Logged Redirect 1	1590522832134	1590522832137	OK	 
REQUEST	327		Logged Redirect 1	1590522832137	1590522832142	OK	 
REQUEST	185		MyVetSpace	1590522826089	1590522832149	OK	 
REQUEST	328		Logged	1590522827637	1590522832151	OK	 
REQUEST	232		Logged	1590522820039	1590522832152	OK	 
REQUEST	328		Logged Redirect 1	1590522832151	1590522832153	OK	 
REQUEST	232		Logged Redirect 1	1590522832152	1590522832154	OK	 
REQUEST	329		Logged	1590522827853	1590522832177	OK	 
REQUEST	329		Logged Redirect 1	1590522832177	1590522832179	OK	 
REQUEST	214		MyVetSpace	1590522826639	1590522832194	OK	 
REQUEST	344		Logged	1590522827896	1590522832195	OK	 
REQUEST	344		Logged Redirect 1	1590522832195	1590522832196	OK	 
USER	DiagnosisCreatedScn	593	START	1590522832222	1590522832222
USER	DiagnosisNotCreatedScn	599	START	1590522832222	1590522832222
REQUEST	499		Login	1590522832222	1590522832223	OK	 
REQUEST	506		Login	1590522832222	1590522832224	OK	 
REQUEST	97		AddDiagnosisForm	1590522832222	1590522832225	OK	 
REQUEST	24		DiagnosisCreated	1590522832222	1590522832226	OK	 
REQUEST	593		Home	1590522832222	1590522832227	OK	 
REQUEST	599		Home	1590522832223	1590522832227	OK	 
REQUEST	26		DiagnosisCreated	1590522832245	1590522832247	OK	 
REQUEST	507		Login	1590522832266	1590522832309	OK	 
REQUEST	500		Login	1590522832266	1590522832310	OK	 
USER	DiagnosisNotCreatedScn	600	START	1590522832375	1590522832375
USER	DiagnosisCreatedScn	594	START	1590522832375	1590522832375
