ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.Historia21Test	historia21test	1590516206730	 	3.3.1
REQUEST	732		Home	1590516222043	1590516222045	OK	 
REQUEST	307		Login	1590516222063	1590516222064	OK	 
REQUEST	332		Login	1590516222063	1590516222064	OK	 
USER	VetNotCreatedScn	733	START	1590516222084	1590516222084
USER	VetCreatedScn	708	START	1590516222084	1590516222084
REQUEST	708		Home	1590516222085	1590516222088	OK	 
REQUEST	733		Home	1590516222085	1590516222089	OK	 
REQUEST	308		Login	1590516222100	1590516222101	OK	 
REQUEST	333		Login	1590516222100	1590516222101	OK	 
USER	VetNotCreatedScn	734	START	1590516222122	1590516222122
USER	VetCreatedScn	709	START	1590516222122	1590516222122
REQUEST	709		Home	1590516222122	1590516222124	OK	 
REQUEST	734		Home	1590516222122	1590516222124	OK	 
REQUEST	309		Login	1590516222143	1590516222144	OK	 
REQUEST	334		Login	1590516222143	1590516222144	OK	 
USER	VetCreatedScn	710	START	1590516222164	1590516222164
USER	VetNotCreatedScn	735	START	1590516222164	1590516222164
REQUEST	710		Home	1590516222164	1590516222167	OK	 
REQUEST	735		Home	1590516222164	1590516222166	OK	 
REQUEST	310		Login	1590516222186	1590516222187	OK	 
REQUEST	335		Login	1590516222186	1590516222187	OK	 
USER	VetCreatedScn	711	START	1590516222200	1590516222200
USER	VetNotCreatedScn	736	START	1590516222200	1590516222200
REQUEST	711		Home	1590516222200	1590516222203	OK	 
REQUEST	736		Home	1590516222200	1590516222203	OK	 
REQUEST	336		Login	1590516222221	1590516222222	OK	 
REQUEST	311		Login	1590516222221	1590516222222	OK	 
USER	VetCreatedScn	712	START	1590516222242	1590516222242
USER	VetNotCreatedScn	737	START	1590516222242	1590516222242
REQUEST	712		Home	1590516222242	1590516222246	OK	 
REQUEST	737		Home	1590516222242	1590516222246	OK	 
REQUEST	312		Login	1590516222262	1590516222263	OK	 
REQUEST	337		Login	1590516222262	1590516222264	OK	 
USER	VetCreatedScn	713	START	1590516222282	1590516222282
USER	VetNotCreatedScn	738	START	1590516222282	1590516222282
REQUEST	713		Home	1590516222283	1590516222286	OK	 
REQUEST	738		Home	1590516222283	1590516222286	OK	 
REQUEST	338		Login	1590516222293	1590516222294	OK	 
REQUEST	313		Login	1590516222293	1590516222295	OK	 
USER	VetNotCreatedScn	739	START	1590516222324	1590516222324
USER	VetCreatedScn	714	START	1590516222324	1590516222324
REQUEST	714		Home	1590516222324	1590516222327	OK	 
REQUEST	739		Home	1590516222324	1590516222327	OK	 
REQUEST	314		Login	1590516222345	1590516222346	OK	 
REQUEST	339		Login	1590516222345	1590516222346	OK	 
USER	VetNotCreatedScn	740	START	1590516222361	1590516222361
USER	VetCreatedScn	715	START	1590516222361	1590516222361
REQUEST	715		Home	1590516222361	1590516222363	OK	 
REQUEST	740		Home	1590516222361	1590516222363	OK	 
REQUEST	340		Login	1590516222382	1590516222383	OK	 
REQUEST	315		Login	1590516222382	1590516222383	OK	 
USER	VetNotCreatedScn	741	START	1590516222403	1590516222403
USER	VetCreatedScn	716	START	1590516222403	1590516222403
REQUEST	716		Home	1590516222404	1590516222405	OK	 
REQUEST	741		Home	1590516222404	1590516222405	OK	 
REQUEST	316		Login	1590516222435	1590516222436	OK	 
REQUEST	341		Login	1590516222435	1590516222436	OK	 
USER	VetCreatedScn	717	START	1590516222440	1590516222440
USER	VetNotCreatedScn	742	START	1590516222440	1590516222440
REQUEST	742		Home	1590516222440	1590516222442	OK	 
REQUEST	717		Home	1590516222440	1590516222442	OK	 
REQUEST	342		Login	1590516222461	1590516222462	OK	 
REQUEST	317		Login	1590516222461	1590516222462	OK	 
USER	VetNotCreatedScn	743	START	1590516222481	1590516222481
USER	VetCreatedScn	718	START	1590516222481	1590516222481
REQUEST	743		Home	1590516222481	1590516222483	OK	 
REQUEST	718		Home	1590516222481	1590516222483	OK	 
USER	VetNotCreatedScn	744	START	1590516222524	1590516222524
USER	VetCreatedScn	719	START	1590516222524	1590516222524
REQUEST	719		Home	1590516222524	1590516222527	OK	 
REQUEST	744		Home	1590516222524	1590516222527	OK	 
REQUEST	318		Login	1590516222534	1590516222535	OK	 
REQUEST	343		Login	1590516222534	1590516222535	OK	 
REQUEST	344		Login	1590516222545	1590516222546	OK	 
REQUEST	319		Login	1590516222545	1590516222547	OK	 
USER	VetCreatedScn	720	START	1590516222560	1590516222560
USER	VetNotCreatedScn	745	START	1590516222560	1590516222560
REQUEST	720		Home	1590516222561	1590516222565	OK	 
REQUEST	745		Home	1590516222561	1590516222565	OK	 
REQUEST	345		Login	1590516222581	1590516222582	OK	 
REQUEST	320		Login	1590516222581	1590516222582	OK	 
USER	VetNotCreatedScn	746	START	1590516222602	1590516222602
USER	VetCreatedScn	721	START	1590516222602	1590516222602
REQUEST	721		Home	1590516222602	1590516222605	OK	 
REQUEST	746		Home	1590516222602	1590516222605	OK	 
REQUEST	346		Login	1590516222624	1590516222625	OK	 
REQUEST	321		Login	1590516222624	1590516222625	OK	 
USER	VetCreatedScn	722	START	1590516222646	1590516222646
USER	VetNotCreatedScn	747	START	1590516222646	1590516222646
REQUEST	722		Home	1590516222646	1590516222648	OK	 
REQUEST	747		Home	1590516222646	1590516222648	OK	 
REQUEST	322		Login	1590516222660	1590516222661	OK	 
REQUEST	347		Login	1590516222660	1590516222661	OK	 
USER	VetCreatedScn	723	START	1590516222681	1590516222681
USER	VetNotCreatedScn	748	START	1590516222681	1590516222681
REQUEST	748		Home	1590516222682	1590516222683	OK	 
REQUEST	723		Home	1590516222682	1590516222683	OK	 
REQUEST	323		Login	1590516222702	1590516222702	OK	 
REQUEST	348		Login	1590516222702	1590516222703	OK	 
USER	VetCreatedScn	724	START	1590516222722	1590516222722
USER	VetNotCreatedScn	749	START	1590516222722	1590516222722
REQUEST	724		Home	1590516222723	1590516222725	OK	 
REQUEST	749		Home	1590516222723	1590516222725	OK	 
REQUEST	324		Login	1590516222744	1590516222745	OK	 
REQUEST	349		Login	1590516222744	1590516222745	OK	 
USER	VetNotCreatedScn	750	START	1590516222765	1590516222765
USER	VetCreatedScn	725	START	1590516222765	1590516222765
REQUEST	725		Home	1590516222765	1590516222768	OK	 
REQUEST	750		Home	1590516222765	1590516222768	OK	 
REQUEST	325		Login	1590516222780	1590516222781	OK	 
REQUEST	350		Login	1590516222780	1590516222781	OK	 
USER	VetNotCreatedScn	751	START	1590516222800	1590516222800
USER	VetCreatedScn	726	START	1590516222800	1590516222800
REQUEST	751		Home	1590516222801	1590516222804	OK	 
REQUEST	726		Home	1590516222801	1590516222804	OK	 
REQUEST	351		Login	1590516222821	1590516222823	OK	 
REQUEST	326		Login	1590516222822	1590516222823	OK	 
USER	VetCreatedScn	727	START	1590516222842	1590516222842
USER	VetNotCreatedScn	752	START	1590516222842	1590516222842
REQUEST	752		Home	1590516222842	1590516222845	OK	 
REQUEST	727		Home	1590516222842	1590516222845	OK	 
REQUEST	327		Login	1590516222863	1590516222864	OK	 
REQUEST	352		Login	1590516222863	1590516222864	OK	 
USER	VetCreatedScn	753	START	1590516222884	1590516222884
USER	VetNotCreatedScn	778	START	1590516222884	1590516222884
REQUEST	778		Home	1590516222884	1590516222886	OK	 
REQUEST	753		Home	1590516222884	1590516222886	OK	 
REQUEST	378		Login	1590516222905	1590516222906	OK	 
REQUEST	353		Login	1590516222905	1590516222906	OK	 
USER	VetNotCreatedScn	779	START	1590516222920	1590516222920
USER	VetCreatedScn	754	START	1590516222920	1590516222920
REQUEST	754		Home	1590516222920	1590516222924	OK	 
REQUEST	779		Home	1590516222920	1590516222924	OK	 
REQUEST	379		Login	1590516222940	1590516222942	OK	 
REQUEST	354		Login	1590516222940	1590516222942	OK	 
USER	VetNotCreatedScn	780	START	1590516222962	1590516222962
USER	VetCreatedScn	755	START	1590516222962	1590516222962
REQUEST	780		Home	1590516222962	1590516222966	OK	 
REQUEST	755		Home	1590516222962	1590516222966	OK	 
REQUEST	355		Login	1590516222982	1590516222983	OK	 
REQUEST	380		Login	1590516222982	1590516222983	OK	 
USER	VetNotCreatedScn	781	START	1590516223003	1590516223003
USER	VetCreatedScn	756	START	1590516223003	1590516223003
REQUEST	756		Home	1590516223004	1590516223006	OK	 
REQUEST	781		Home	1590516223004	1590516223006	OK	 
REQUEST	356		Login	1590516223025	1590516223027	OK	 
REQUEST	381		Login	1590516223025	1590516223027	OK	 
USER	VetCreatedScn	757	START	1590516223040	1590516223040
USER	VetNotCreatedScn	782	START	1590516223040	1590516223040
REQUEST	782		Home	1590516223041	1590516223044	OK	 
REQUEST	757		Home	1590516223041	1590516223044	OK	 
REQUEST	357		Login	1590516223061	1590516223062	OK	 
REQUEST	382		Login	1590516223061	1590516223062	OK	 
USER	VetCreatedScn	758	START	1590516223082	1590516223082
USER	VetNotCreatedScn	783	START	1590516223082	1590516223082
REQUEST	758		Home	1590516223082	1590516223085	OK	 
REQUEST	783		Home	1590516223082	1590516223085	OK	 
REQUEST	383		Login	1590516223102	1590516223103	OK	 
REQUEST	358		Login	1590516223102	1590516223104	OK	 
USER	VetCreatedScn	759	START	1590516223123	1590516223123
USER	VetNotCreatedScn	784	START	1590516223123	1590516223123
REQUEST	759		Home	1590516223123	1590516223127	OK	 
REQUEST	784		Home	1590516223123	1590516223127	OK	 
REQUEST	359		Login	1590516223143	1590516223144	OK	 
REQUEST	384		Login	1590516223143	1590516223145	OK	 
USER	VetNotCreatedScn	785	START	1590516223165	1590516223165
USER	VetCreatedScn	760	START	1590516223165	1590516223165
REQUEST	785		Home	1590516223165	1590516223168	OK	 
REQUEST	760		Home	1590516223165	1590516223168	OK	 
REQUEST	360		Login	1590516223180	1590516223181	OK	 
REQUEST	385		Login	1590516223180	1590516223181	OK	 
USER	VetNotCreatedScn	786	START	1590516223201	1590516223201
USER	VetCreatedScn	761	START	1590516223201	1590516223201
REQUEST	786		Home	1590516223201	1590516223203	OK	 
REQUEST	761		Home	1590516223201	1590516223203	OK	 
REQUEST	361		Login	1590516223222	1590516223223	OK	 
REQUEST	386		Login	1590516223222	1590516223223	OK	 
USER	VetNotCreatedScn	787	START	1590516223243	1590516223243
USER	VetCreatedScn	762	START	1590516223243	1590516223243
REQUEST	787		Home	1590516223243	1590516223245	OK	 
REQUEST	762		Home	1590516223243	1590516223245	OK	 
REQUEST	387		Login	1590516223264	1590516223266	OK	 
REQUEST	362		Login	1590516223264	1590516223266	OK	 
USER	VetCreatedScn	763	START	1590516223286	1590516223286
USER	VetNotCreatedScn	788	START	1590516223286	1590516223286
REQUEST	763		Home	1590516223286	1590516223290	OK	 
REQUEST	788		Home	1590516223286	1590516223290	OK	 
REQUEST	363		Login	1590516223300	1590516223301	OK	 
REQUEST	388		Login	1590516223300	1590516223302	OK	 
USER	VetCreatedScn	764	START	1590516223321	1590516223321
USER	VetNotCreatedScn	789	START	1590516223321	1590516223321
REQUEST	764		Home	1590516223321	1590516223325	OK	 
REQUEST	789		Home	1590516223321	1590516223325	OK	 
REQUEST	364		Login	1590516223343	1590516223344	OK	 
REQUEST	389		Login	1590516223343	1590516223344	OK	 
USER	VetNotCreatedScn	790	START	1590516223364	1590516223364
USER	VetCreatedScn	765	START	1590516223364	1590516223364
REQUEST	765		Home	1590516223365	1590516223366	OK	 
REQUEST	790		Home	1590516223365	1590516223367	OK	 
REQUEST	365		Login	1590516223380	1590516223381	OK	 
REQUEST	390		Login	1590516223380	1590516223381	OK	 
USER	VetCreatedScn	766	START	1590516223400	1590516223400
USER	VetNotCreatedScn	791	START	1590516223400	1590516223400
REQUEST	791		Home	1590516223400	1590516223402	OK	 
REQUEST	766		Home	1590516223400	1590516223402	OK	 
REQUEST	366		Login	1590516223422	1590516223422	OK	 
REQUEST	391		Login	1590516223422	1590516223423	OK	 
USER	VetNotCreatedScn	792	START	1590516223443	1590516223443
USER	VetCreatedScn	767	START	1590516223443	1590516223443
REQUEST	767		Home	1590516223443	1590516223445	OK	 
REQUEST	792		Home	1590516223443	1590516223445	OK	 
REQUEST	392		Login	1590516223463	1590516223464	OK	 
REQUEST	367		Login	1590516223463	1590516223464	OK	 
USER	VetNotCreatedScn	793	START	1590516223484	1590516223484
USER	VetCreatedScn	768	START	1590516223484	1590516223484
REQUEST	768		Home	1590516223484	1590516223487	OK	 
REQUEST	793		Home	1590516223484	1590516223487	OK	 
REQUEST	368		Login	1590516223505	1590516223507	OK	 
REQUEST	393		Login	1590516223505	1590516223507	OK	 
USER	VetCreatedScn	769	START	1590516223520	1590516223520
USER	VetNotCreatedScn	794	START	1590516223520	1590516223520
REQUEST	769		Home	1590516223521	1590516223525	OK	 
REQUEST	794		Home	1590516223521	1590516223525	OK	 
REQUEST	369		Login	1590516223541	1590516223543	OK	 
REQUEST	394		Login	1590516223541	1590516223544	OK	 
USER	VetCreatedScn	770	START	1590516223562	1590516223562
USER	VetNotCreatedScn	795	START	1590516223562	1590516223562
REQUEST	795		Home	1590516223563	1590516223567	OK	 
REQUEST	770		Home	1590516223563	1590516223567	OK	 
REQUEST	370		Login	1590516223584	1590516223585	OK	 
REQUEST	395		Login	1590516223584	1590516223586	OK	 
USER	VetNotCreatedScn	796	START	1590516223605	1590516223605
USER	VetCreatedScn	771	START	1590516223605	1590516223605
REQUEST	796		Home	1590516223606	1590516223611	OK	 
REQUEST	771		Home	1590516223606	1590516223611	OK	 
REQUEST	396		Login	1590516223620	1590516223621	OK	 
REQUEST	371		Login	1590516223620	1590516223621	OK	 
USER	VetCreatedScn	772	START	1590516223640	1590516223640
USER	VetNotCreatedScn	797	START	1590516223640	1590516223640
REQUEST	797		Home	1590516223641	1590516223643	OK	 
REQUEST	772		Home	1590516223641	1590516223643	OK	 
REQUEST	397		Login	1590516223673	1590516223673	OK	 
USER	VetNotCreatedScn	798	START	1590516223684	1590516223684
USER	VetCreatedScn	773	START	1590516223684	1590516223684
REQUEST	798		Home	1590516223684	1590516223686	OK	 
REQUEST	773		Home	1590516223684	1590516223686	OK	 
REQUEST	398		Login	1590516223705	1590516223706	OK	 
REQUEST	372		Login	1590516223705	1590516223706	OK	 
REQUEST	373		Login	1590516223705	1590516223706	OK	 
USER	VetNotCreatedScn	799	START	1590516223720	1590516223720
USER	VetCreatedScn	774	START	1590516223720	1590516223720
REQUEST	774		Home	1590516223720	1590516223722	OK	 
REQUEST	799		Home	1590516223720	1590516223722	OK	 
REQUEST	374		Login	1590516223752	1590516223752	OK	 
REQUEST	399		Login	1590516223752	1590516223753	OK	 
USER	VetCreatedScn	775	START	1590516223762	1590516223762
USER	VetNotCreatedScn	800	START	1590516223762	1590516223762
REQUEST	775		Home	1590516223762	1590516223764	OK	 
REQUEST	800		Home	1590516223762	1590516223764	OK	 
REQUEST	375		Login	1590516223782	1590516223783	OK	 
REQUEST	400		Login	1590516223782	1590516223783	OK	 
USER	VetCreatedScn	776	START	1590516223803	1590516223803
USER	VetNotCreatedScn	801	START	1590516223803	1590516223803
REQUEST	801		Home	1590516223804	1590516223807	OK	 
REQUEST	776		Home	1590516223804	1590516223807	OK	 
REQUEST	376		Login	1590516223825	1590516223827	OK	 
REQUEST	401		Login	1590516223825	1590516223827	OK	 
USER	VetCreatedScn	777	START	1590516223840	1590516223840
USER	VetNotCreatedScn	802	START	1590516223840	1590516223840
REQUEST	777		Home	1590516223841	1590516223845	OK	 
REQUEST	802		Home	1590516223841	1590516223845	OK	 
REQUEST	402		Login	1590516223860	1590516223861	OK	 
REQUEST	377		Login	1590516223860	1590516223862	OK	 
USER	VetNotCreatedScn	828	START	1590516223870	1590516223870
USER	VetCreatedScn	803	START	1590516223870	1590516223870
REQUEST	828		Home	1590516223871	1590516223873	OK	 
REQUEST	803		Home	1590516223871	1590516223873	OK	 
REQUEST	428		Login	1590516223902	1590516223903	OK	 
USER	VetNotCreatedScn	829	START	1590516223912	1590516223912
USER	VetCreatedScn	804	START	1590516223912	1590516223912
REQUEST	804		Home	1590516223912	1590516223914	OK	 
REQUEST	829		Home	1590516223912	1590516223914	OK	 
REQUEST	403		Login	1590516223934	1590516223934	OK	 
REQUEST	429		Login	1590516223944	1590516223945	OK	 
REQUEST	53		Logged	1590516223940	1590516223942	OK	 
REQUEST	54		Logged	1590516223944	1590516223945	OK	 
REQUEST	52		Logged	1590516223940	1590516223942	OK	 
REQUEST	1		Logged	1590516223940	1590516223942	OK	 
REQUEST	404		Login	1590516223944	1590516223948	OK	 
REQUEST	53		Logged Redirect 1	1590516223947	1590516223949	OK	 
REQUEST	54		Logged Redirect 1	1590516223947	1590516223949	OK	 
REQUEST	1		Logged Redirect 1	1590516223948	1590516223949	OK	 
REQUEST	52		Logged Redirect 1	1590516223947	1590516223949	OK	 
USER	VetCreatedScn	805	START	1590516223955	1590516223955
USER	VetNotCreatedScn	830	START	1590516223955	1590516223955
REQUEST	2		Logged	1590516223955	1590516223956	OK	 
REQUEST	3		Logged	1590516223955	1590516223957	OK	 
REQUEST	805		Home	1590516223955	1590516223957	OK	 
REQUEST	830		Home	1590516223955	1590516223957	OK	 
REQUEST	2		Logged Redirect 1	1590516223957	1590516223958	OK	 
REQUEST	3		Logged Redirect 1	1590516223957	1590516223959	OK	 
USER	VetCreatedScn	806	START	1590516223990	1590516223990
USER	VetNotCreatedScn	831	START	1590516223990	1590516223990
REQUEST	55		Logged	1590516223991	1590516223992	OK	 
REQUEST	806		Home	1590516223991	1590516223993	OK	 
REQUEST	831		Home	1590516223991	1590516223993	OK	 
REQUEST	55		Logged Redirect 1	1590516223992	1590516223994	OK	 
REQUEST	430		Login	1590516224002	1590516224002	OK	 
REQUEST	405		Login	1590516224023	1590516224024	OK	 
REQUEST	406		Login	1590516224023	1590516224024	OK	 
REQUEST	431		Login	1590516224023	1590516224024	OK	 
USER	VetNotCreatedScn	832	START	1590516224033	1590516224033
USER	VetCreatedScn	807	START	1590516224033	1590516224033
REQUEST	56		Logged	1590516224034	1590516224034	OK	 
REQUEST	56		Logged Redirect 1	1590516224035	1590516224040	OK	 
REQUEST	832		Home	1590516224033	1590516224040	OK	 
REQUEST	807		Home	1590516224033	1590516224040	OK	 
REQUEST	5		Logged	1590516224055	1590516224056	OK	 
REQUEST	4		Logged	1590516224055	1590516224056	OK	 
REQUEST	4		Logged Redirect 1	1590516224056	1590516224058	OK	 
REQUEST	5		Logged Redirect 1	1590516224056	1590516224058	OK	 
REQUEST	432		Login	1590516224065	1590516224066	OK	 
REQUEST	407		Login	1590516224065	1590516224066	OK	 
REQUEST	6		Logged	1590516224065	1590516224066	OK	 
REQUEST	57		Logged	1590516224065	1590516224067	OK	 
REQUEST	6		Logged Redirect 1	1590516224067	1590516224068	OK	 
REQUEST	57		Logged Redirect 1	1590516224068	1590516224069	OK	 
USER	VetCreatedScn	808	START	1590516224070	1590516224070
USER	VetNotCreatedScn	833	START	1590516224070	1590516224070
REQUEST	833		Home	1590516224070	1590516224072	OK	 
REQUEST	808		Home	1590516224070	1590516224072	OK	 
REQUEST	433		Login	1590516224090	1590516224091	OK	 
REQUEST	408		Login	1590516224090	1590516224091	OK	 
REQUEST	58		Logged	1590516224090	1590516224091	OK	 
REQUEST	58		Logged Redirect 1	1590516224092	1590516224093	OK	 
USER	VetNotCreatedScn	834	START	1590516224112	1590516224112
USER	VetCreatedScn	809	START	1590516224112	1590516224112
REQUEST	7		Logged	1590516224112	1590516224113	OK	 
REQUEST	809		Home	1590516224112	1590516224114	OK	 
REQUEST	834		Home	1590516224112	1590516224114	OK	 
REQUEST	7		Logged Redirect 1	1590516224114	1590516224114	OK	 
REQUEST	409		Login	1590516224145	1590516224146	OK	 
REQUEST	8		Logged	1590516224145	1590516224146	OK	 
REQUEST	434		Login	1590516224145	1590516224146	OK	 
REQUEST	59		Logged	1590516224145	1590516224147	OK	 
REQUEST	8		Logged Redirect 1	1590516224147	1590516224148	OK	 
REQUEST	59		Logged Redirect 1	1590516224148	1590516224149	OK	 
USER	VetNotCreatedScn	835	START	1590516224150	1590516224150
USER	VetCreatedScn	810	START	1590516224150	1590516224150
REQUEST	835		Home	1590516224150	1590516224152	OK	 
REQUEST	810		Home	1590516224150	1590516224152	OK	 
REQUEST	410		Login	1590516224183	1590516224184	OK	 
REQUEST	435		Login	1590516224183	1590516224184	OK	 
REQUEST	9		Logged	1590516224183	1590516224184	OK	 
REQUEST	60		Logged	1590516224183	1590516224184	OK	 
REQUEST	9		Logged Redirect 1	1590516224185	1590516224186	OK	 
REQUEST	60		Logged Redirect 1	1590516224185	1590516224186	OK	 
USER	VetNotCreatedScn	836	START	1590516224194	1590516224194
USER	VetCreatedScn	811	START	1590516224194	1590516224194
REQUEST	811		Home	1590516224194	1590516224196	OK	 
REQUEST	836		Home	1590516224194	1590516224196	OK	 
REQUEST	411		Login	1590516224215	1590516224216	OK	 
REQUEST	436		Login	1590516224215	1590516224216	OK	 
USER	VetCreatedScn	812	START	1590516224230	1590516224230
USER	VetNotCreatedScn	837	START	1590516224230	1590516224230
REQUEST	61		Logged	1590516224230	1590516224231	OK	 
REQUEST	10		Logged	1590516224230	1590516224232	OK	 
REQUEST	837		Home	1590516224230	1590516224232	OK	 
REQUEST	812		Home	1590516224230	1590516224232	OK	 
REQUEST	61		Logged Redirect 1	1590516224232	1590516224233	OK	 
REQUEST	10		Logged Redirect 1	1590516224232	1590516224233	OK	 
REQUEST	412		Login	1590516224262	1590516224263	OK	 
REQUEST	437		Login	1590516224262	1590516224263	OK	 
REQUEST	62		Logged	1590516224262	1590516224263	OK	 
REQUEST	62		Logged Redirect 1	1590516224264	1590516224265	OK	 
USER	VetCreatedScn	813	START	1590516224272	1590516224272
USER	VetNotCreatedScn	838	START	1590516224272	1590516224272
REQUEST	838		Home	1590516224272	1590516224274	OK	 
REQUEST	813		Home	1590516224272	1590516224274	OK	 
REQUEST	11		Logged	1590516224283	1590516224284	OK	 
REQUEST	11		Logged Redirect 1	1590516224284	1590516224285	OK	 
REQUEST	413		Login	1590516224304	1590516224305	OK	 
REQUEST	438		Login	1590516224304	1590516224305	OK	 
USER	VetNotCreatedScn	839	START	1590516224315	1590516224315
USER	VetCreatedScn	814	START	1590516224315	1590516224315
REQUEST	63		Logged	1590516224315	1590516224316	OK	 
REQUEST	814		Home	1590516224315	1590516224317	OK	 
REQUEST	839		Home	1590516224315	1590516224317	OK	 
REQUEST	63		Logged Redirect 1	1590516224316	1590516224318	OK	 
REQUEST	12		Logged	1590516224326	1590516224327	OK	 
REQUEST	12		Logged Redirect 1	1590516224327	1590516224328	OK	 
REQUEST	439		Login	1590516224340	1590516224341	OK	 
REQUEST	414		Login	1590516224340	1590516224341	OK	 
REQUEST	64		Logged	1590516224340	1590516224342	OK	 
REQUEST	64		Logged Redirect 1	1590516224343	1590516224344	OK	 
USER	VetNotCreatedScn	840	START	1590516224350	1590516224350
USER	VetCreatedScn	815	START	1590516224350	1590516224350
REQUEST	815		Home	1590516224351	1590516224352	OK	 
REQUEST	840		Home	1590516224351	1590516224352	OK	 
REQUEST	13		Logged	1590516224361	1590516224361	OK	 
REQUEST	13		Logged Redirect 1	1590516224362	1590516224363	OK	 
REQUEST	440		Login	1590516224382	1590516224382	OK	 
REQUEST	65		Logged	1590516224382	1590516224383	OK	 
REQUEST	415		Login	1590516224382	1590516224383	OK	 
REQUEST	65		Logged Redirect 1	1590516224383	1590516224384	OK	 
USER	VetCreatedScn	816	START	1590516224392	1590516224392
USER	VetNotCreatedScn	841	START	1590516224392	1590516224392
REQUEST	816		Home	1590516224393	1590516224394	OK	 
REQUEST	841		Home	1590516224393	1590516224394	OK	 
REQUEST	14		Logged	1590516224403	1590516224404	OK	 
REQUEST	14		Logged Redirect 1	1590516224404	1590516224405	OK	 
REQUEST	66		Logged	1590516224414	1590516224415	OK	 
REQUEST	66		Logged Redirect 1	1590516224415	1590516224416	OK	 
REQUEST	441		Login	1590516224425	1590516224426	OK	 
REQUEST	416		Login	1590516224425	1590516224426	OK	 
USER	VetCreatedScn	817	START	1590516224435	1590516224435
USER	VetNotCreatedScn	842	START	1590516224435	1590516224435
REQUEST	842		Home	1590516224435	1590516224436	OK	 
REQUEST	817		Home	1590516224435	1590516224436	OK	 
REQUEST	15		Logged	1590516224445	1590516224446	OK	 
REQUEST	15		Logged Redirect 1	1590516224446	1590516224447	OK	 
REQUEST	417		Login	1590516224460	1590516224461	OK	 
REQUEST	67		Logged	1590516224460	1590516224461	OK	 
REQUEST	442		Login	1590516224460	1590516224461	OK	 
REQUEST	67		Logged Redirect 1	1590516224461	1590516224462	OK	 
USER	VetNotCreatedScn	843	START	1590516224470	1590516224470
USER	VetCreatedScn	818	START	1590516224470	1590516224470
REQUEST	843		Home	1590516224470	1590516224472	OK	 
REQUEST	818		Home	1590516224470	1590516224472	OK	 
REQUEST	16		Logged	1590516224481	1590516224482	OK	 
REQUEST	16		Logged Redirect 1	1590516224482	1590516224483	OK	 
REQUEST	443		Login	1590516224502	1590516224503	OK	 
REQUEST	68		Logged	1590516224503	1590516224503	OK	 
REQUEST	418		Login	1590516224502	1590516224504	OK	 
REQUEST	68		Logged Redirect 1	1590516224504	1590516224505	OK	 
USER	VetNotCreatedScn	844	START	1590516224513	1590516224513
USER	VetCreatedScn	819	START	1590516224513	1590516224513
REQUEST	844		Home	1590516224513	1590516224515	OK	 
REQUEST	819		Home	1590516224513	1590516224515	OK	 
REQUEST	17		Logged	1590516224524	1590516224525	OK	 
REQUEST	17		Logged Redirect 1	1590516224525	1590516224527	OK	 
REQUEST	69		Logged	1590516224535	1590516224536	OK	 
REQUEST	69		Logged Redirect 1	1590516224536	1590516224537	OK	 
REQUEST	444		Login	1590516224545	1590516224546	OK	 
REQUEST	419		Login	1590516224545	1590516224546	OK	 
USER	VetNotCreatedScn	845	START	1590516224550	1590516224550
USER	VetCreatedScn	820	START	1590516224550	1590516224550
REQUEST	820		Home	1590516224550	1590516224552	OK	 
REQUEST	845		Home	1590516224550	1590516224552	OK	 
REQUEST	18		Logged	1590516224560	1590516224561	OK	 
REQUEST	18		Logged Redirect 1	1590516224561	1590516224562	OK	 
REQUEST	420		Login	1590516224580	1590516224581	OK	 
REQUEST	70		Logged	1590516224580	1590516224581	OK	 
REQUEST	445		Login	1590516224580	1590516224581	OK	 
REQUEST	70		Logged Redirect 1	1590516224582	1590516224583	OK	 
USER	VetCreatedScn	821	START	1590516224590	1590516224590
USER	VetNotCreatedScn	846	START	1590516224590	1590516224590
REQUEST	821		Home	1590516224590	1590516224593	OK	 
REQUEST	846		Home	1590516224590	1590516224593	OK	 
REQUEST	19		Logged	1590516224600	1590516224601	OK	 
REQUEST	19		Logged Redirect 1	1590516224602	1590516224603	OK	 
REQUEST	446		Login	1590516224622	1590516224623	OK	 
REQUEST	421		Login	1590516224622	1590516224624	OK	 
REQUEST	71		Logged	1590516224623	1590516224624	OK	 
REQUEST	71		Logged Redirect 1	1590516224624	1590516224626	OK	 
USER	VetCreatedScn	822	START	1590516224632	1590516224632
USER	VetNotCreatedScn	847	START	1590516224632	1590516224632
REQUEST	20		Logged	1590516224633	1590516224634	OK	 
REQUEST	822		Home	1590516224633	1590516224635	OK	 
REQUEST	847		Home	1590516224633	1590516224635	OK	 
REQUEST	20		Logged Redirect 1	1590516224634	1590516224636	OK	 
REQUEST	422		Login	1590516224654	1590516224655	OK	 
REQUEST	447		Login	1590516224654	1590516224655	OK	 
REQUEST	72		Logged	1590516224665	1590516224666	OK	 
REQUEST	72		Logged Redirect 1	1590516224666	1590516224667	OK	 
USER	VetCreatedScn	823	START	1590516224675	1590516224675
USER	VetNotCreatedScn	848	START	1590516224675	1590516224675
REQUEST	823		Home	1590516224675	1590516224677	OK	 
REQUEST	848		Home	1590516224675	1590516224677	OK	 
