ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.Historia21Test	historia21test	1590516206730	 	3.3.1
REQUEST	2963		Home	1590516267286	1590516267288	OK	 
REQUEST	2988		Home	1590516267286	1590516267288	OK	 
REQUEST	887		VetNotCreated	1590516267286	1590516267289	OK	 
USER	VetCreatedScn	212	END	1590516212242	1590516267290
REQUEST	2563		Login	1590516267290	1590516267291	OK	 
REQUEST	862		VetCreated	1590516267286	1590516267292	OK	 
REQUEST	2588		Login	1590516267290	1590516267292	OK	 
REQUEST	2188		Logged	1590516267300	1590516267301	OK	 
REQUEST	2163		Logged	1590516267300	1590516267302	OK	 
REQUEST	2188		Logged Redirect 1	1590516267301	1590516267303	OK	 
REQUEST	2163		Logged Redirect 1	1590516267302	1590516267303	OK	 
REQUEST	1286		CreateNotVetForm	1590516267311	1590516267314	OK	 
USER	VetNotCreatedScn	2989	START	1590516267322	1590516267322
USER	VetCreatedScn	2964	START	1590516267322	1590516267322
REQUEST	1287		CreateNotVetForm	1590516267322	1590516267328	OK	 
REQUEST	2989		Home	1590516267323	1590516267329	OK	 
REQUEST	2964		Home	1590516267325	1590516267329	OK	 
REQUEST	1262		CreateVetForm	1590516267322	1590516267329	OK	 
REQUEST	888		VetNotCreated	1590516267322	1590516267330	OK	 
REQUEST	1788		VetList	1590516267311	1590516267332	OK	 
REQUEST	1763		VetList	1590516267311	1590516267333	OK	 
USER	VetNotCreatedScn	338	END	1590516214286	1590516267334
REQUEST	2589		Login	1590516267333	1590516267335	OK	 
REQUEST	2564		Login	1590516267333	1590516267335	OK	 
REQUEST	863		VetCreated	1590516267333	1590516267338	OK	 
USER	VetCreatedScn	213	END	1590516212284	1590516267344
REQUEST	1288		CreateNotVetForm	1590516267344	1590516267347	OK	 
REQUEST	1263		CreateVetForm	1590516267344	1590516267347	OK	 
REQUEST	2189		Logged	1590516267355	1590516267357	OK	 
REQUEST	2164		Logged	1590516267356	1590516267359	OK	 
USER	VetCreatedScn	2965	START	1590516267362	1590516267362
REQUEST	1289		CreateNotVetForm	1590516267355	1590516267362	OK	 
REQUEST	889		VetNotCreated	1590516267356	1590516267364	OK	 
REQUEST	2189		Logged Redirect 1	1590516267357	1590516267365	OK	 
USER	VetNotCreatedScn	2990	START	1590516267365	1590516267365
REQUEST	2164		Logged Redirect 1	1590516267359	1590516267366	OK	 
REQUEST	1264		CreateVetForm	1590516267355	1590516267369	OK	 
REQUEST	864		VetCreated	1590516267360	1590516267371	OK	 
REQUEST	2990		Home	1590516267366	1590516267371	OK	 
REQUEST	2965		Home	1590516267362	1590516267371	OK	 
USER	VetCreatedScn	214	END	1590516212320	1590516267372
USER	VetNotCreatedScn	339	END	1590516214321	1590516267372
REQUEST	2590		Login	1590516267373	1590516267375	OK	 
REQUEST	2565		Login	1590516267373	1590516267377	OK	 
REQUEST	1789		VetList	1590516267355	1590516267379	OK	 
REQUEST	1764		VetList	1590516267360	1590516267380	OK	 
REQUEST	890		VetNotCreated	1590516267384	1590516267387	OK	 
REQUEST	2190		Logged	1590516267395	1590516267396	OK	 
REQUEST	2165		Logged	1590516267395	1590516267397	OK	 
REQUEST	2190		Logged Redirect 1	1590516267396	1590516267398	OK	 
REQUEST	2165		Logged Redirect 1	1590516267397	1590516267399	OK	 
USER	VetCreatedScn	215	END	1590516212363	1590516267400
USER	VetCreatedScn	2966	START	1590516267400	1590516267400
USER	VetNotCreatedScn	2991	START	1590516267400	1590516267400
REQUEST	2966		Home	1590516267400	1590516267403	OK	 
REQUEST	2991		Home	1590516267400	1590516267403	OK	 
REQUEST	865		VetCreated	1590516267400	1590516267405	OK	 
REQUEST	1790		VetList	1590516267395	1590516267405	OK	 
REQUEST	1765		VetList	1590516267395	1590516267410	OK	 
USER	VetNotCreatedScn	340	END	1590516214363	1590516267410
REQUEST	2591		Login	1590516267410	1590516267411	OK	 
REQUEST	2566		Login	1590516267410	1590516267412	OK	 
REQUEST	1265		CreateVetForm	1590516267421	1590516267424	OK	 
REQUEST	1290		CreateNotVetForm	1590516267421	1590516267424	OK	 
REQUEST	2191		Logged	1590516267432	1590516267433	OK	 
REQUEST	2166		Logged	1590516267432	1590516267434	OK	 
REQUEST	2191		Logged Redirect 1	1590516267433	1590516267435	OK	 
REQUEST	2166		Logged Redirect 1	1590516267434	1590516267436	OK	 
USER	VetNotCreatedScn	341	END	1590516214405	1590516267443
USER	VetCreatedScn	2967	START	1590516267443	1590516267443
USER	VetNotCreatedScn	2992	START	1590516267443	1590516267443
REQUEST	2992		Home	1590516267443	1590516267446	OK	 
REQUEST	2967		Home	1590516267443	1590516267446	OK	 
REQUEST	1291		CreateNotVetForm	1590516267443	1590516267449	OK	 
REQUEST	1266		CreateVetForm	1590516267443	1590516267449	OK	 
REQUEST	891		VetNotCreated	1590516267443	1590516267450	OK	 
REQUEST	1766		VetList	1590516267432	1590516267451	OK	 
REQUEST	866		VetCreated	1590516267443	1590516267451	OK	 
REQUEST	2567		Login	1590516267454	1590516267455	OK	 
REQUEST	1791		VetList	1590516267443	1590516267456	OK	 
REQUEST	2592		Login	1590516267454	1590516267456	OK	 
REQUEST	2167		Logged	1590516267465	1590516267466	OK	 
REQUEST	2192		Logged	1590516267465	1590516267467	OK	 
REQUEST	2167		Logged Redirect 1	1590516267466	1590516267469	OK	 
REQUEST	892		VetNotCreated	1590516267465	1590516267469	OK	 
REQUEST	2192		Logged Redirect 1	1590516267467	1590516267470	OK	 
REQUEST	1267		CreateVetForm	1590516267470	1590516267473	OK	 
REQUEST	1792		VetList	1590516267470	1590516267479	OK	 
USER	VetCreatedScn	217	END	1590516212441	1590516267480
USER	VetCreatedScn	216	END	1590516212400	1590516267480
USER	VetCreatedScn	2968	START	1590516267481	1590516267481
USER	VetNotCreatedScn	2993	START	1590516267481	1590516267481
REQUEST	1292		CreateNotVetForm	1590516267481	1590516267484	OK	 
REQUEST	2993		Home	1590516267481	1590516267486	OK	 
REQUEST	2968		Home	1590516267481	1590516267486	OK	 
REQUEST	867		VetCreated	1590516267481	1590516267487	OK	 
REQUEST	2593		Login	1590516267491	1590516267492	OK	 
REQUEST	1767		VetList	1590516267481	1590516267493	OK	 
REQUEST	2568		Login	1590516267491	1590516267493	OK	 
USER	VetNotCreatedScn	342	END	1590516214443	1590516267502
REQUEST	893		VetNotCreated	1590516267502	1590516267505	OK	 
REQUEST	2168		Logged	1590516267513	1590516267514	OK	 
REQUEST	2193		Logged	1590516267513	1590516267515	OK	 
REQUEST	1268		CreateVetForm	1590516267513	1590516267516	OK	 
REQUEST	2168		Logged Redirect 1	1590516267514	1590516267516	OK	 
REQUEST	1293		CreateNotVetForm	1590516267513	1590516267516	OK	 
REQUEST	2193		Logged Redirect 1	1590516267515	1590516267519	OK	 
USER	VetCreatedScn	2969	START	1590516267524	1590516267524
USER	VetNotCreatedScn	2994	START	1590516267526	1590516267526
REQUEST	1768		VetList	1590516267513	1590516267528	OK	 
REQUEST	2969		Home	1590516267525	1590516267529	OK	 
REQUEST	1793		VetList	1590516267513	1590516267529	OK	 
REQUEST	2994		Home	1590516267526	1590516267530	OK	 
REQUEST	868		VetCreated	1590516267524	1590516267531	OK	 
REQUEST	2594		Login	1590516267530	1590516267532	OK	 
REQUEST	2569		Login	1590516267530	1590516267532	OK	 
USER	VetCreatedScn	218	END	1590516212482	1590516267541
USER	VetNotCreatedScn	343	END	1590516214485	1590516267552
REQUEST	894		VetNotCreated	1590516267552	1590516267558	OK	 
USER	VetCreatedScn	2970	START	1590516267563	1590516267563
USER	VetNotCreatedScn	2995	START	1590516267563	1590516267563
REQUEST	2169		Logged	1590516267563	1590516267565	OK	 
REQUEST	2194		Logged	1590516267563	1590516267566	OK	 
REQUEST	2970		Home	1590516267563	1590516267568	OK	 
REQUEST	1769		VetList	1590516267552	1590516267569	OK	 
REQUEST	1794		VetList	1590516267552	1590516267569	OK	 
REQUEST	2995		Home	1590516267564	1590516267569	OK	 
REQUEST	2169		Logged Redirect 1	1590516267565	1590516267570	OK	 
REQUEST	2194		Logged Redirect 1	1590516267567	1590516267571	OK	 
REQUEST	2570		Login	1590516267574	1590516267575	OK	 
REQUEST	2595		Login	1590516267574	1590516267576	OK	 
REQUEST	1294		CreateNotVetForm	1590516267574	1590516267578	OK	 
REQUEST	1269		CreateVetForm	1590516267574	1590516267579	OK	 
REQUEST	869		VetCreated	1590516267574	1590516267580	OK	 
USER	VetCreatedScn	219	END	1590516212524	1590516267585
REQUEST	2195		Logged	1590516267596	1590516267597	OK	 
REQUEST	2170		Logged	1590516267596	1590516267597	OK	 
REQUEST	2195		Logged Redirect 1	1590516267597	1590516267598	OK	 
REQUEST	1295		CreateNotVetForm	1590516267596	1590516267599	OK	 
REQUEST	2170		Logged Redirect 1	1590516267597	1590516267599	OK	 
USER	VetCreatedScn	2971	START	1590516267600	1590516267600
USER	VetNotCreatedScn	2996	START	1590516267600	1590516267600
REQUEST	895		VetNotCreated	1590516267596	1590516267601	OK	 
REQUEST	2971		Home	1590516267600	1590516267603	OK	 
REQUEST	2996		Home	1590516267600	1590516267603	OK	 
REQUEST	1270		CreateVetForm	1590516267600	1590516267603	OK	 
REQUEST	870		VetCreated	1590516267600	1590516267608	OK	 
REQUEST	2571		Login	1590516267611	1590516267611	OK	 
REQUEST	2596		Login	1590516267611	1590516267612	OK	 
REQUEST	1795		VetList	1590516267600	1590516267617	OK	 
REQUEST	1770		VetList	1590516267600	1590516267617	OK	 
USER	VetCreatedScn	220	END	1590516212565	1590516267622
REQUEST	2196		Logged	1590516267622	1590516267622	OK	 
REQUEST	2171		Logged	1590516267622	1590516267623	OK	 
REQUEST	2196		Logged Redirect 1	1590516267623	1590516267625	OK	 
REQUEST	2171		Logged Redirect 1	1590516267623	1590516267626	OK	 
REQUEST	896		VetNotCreated	1590516267633	1590516267635	OK	 
REQUEST	1796		VetList	1590516267633	1590516267641	OK	 
REQUEST	1771		VetList	1590516267633	1590516267643	OK	 
USER	VetNotCreatedScn	2997	START	1590516267643	1590516267643
USER	VetCreatedScn	2972	START	1590516267643	1590516267643
REQUEST	2572		Login	1590516267644	1590516267645	OK	 
REQUEST	2597		Login	1590516267644	1590516267645	OK	 
REQUEST	2972		Home	1590516267644	1590516267647	OK	 
REQUEST	2997		Home	1590516267644	1590516267647	OK	 
USER	VetCreatedScn	221	END	1590516212606	1590516267655
REQUEST	871		VetCreated	1590516267655	1590516267658	OK	 
REQUEST	1772		VetList	1590516267670	1590516267677	OK	 
USER	VetNotCreatedScn	344	END	1590516214522	1590516267681
USER	VetNotCreatedScn	346	END	1590516214603	1590516267681
USER	VetNotCreatedScn	2998	START	1590516267681	1590516267681
USER	VetNotCreatedScn	345	END	1590516214560	1590516267681
USER	VetCreatedScn	2973	START	1590516267680	1590516267680
REQUEST	2172		Logged	1590516267681	1590516267682	OK	 
REQUEST	2197		Logged	1590516267681	1590516267682	OK	 
REQUEST	2172		Logged Redirect 1	1590516267682	1590516267683	OK	 
REQUEST	2998		Home	1590516267681	1590516267685	OK	 
REQUEST	2197		Logged Redirect 1	1590516267683	1590516267685	OK	 
REQUEST	2973		Home	1590516267681	1590516267686	OK	 
REQUEST	1797		VetList	1590516267681	1590516267690	OK	 
REQUEST	2573		Login	1590516267691	1590516267692	OK	 
REQUEST	2598		Login	1590516267691	1590516267694	OK	 
REQUEST	1296		CreateNotVetForm	1590516267691	1590516267694	OK	 
USER	VetNotCreatedScn	347	END	1590516214644	1590516267702
REQUEST	2173		Logged	1590516267713	1590516267714	OK	 
REQUEST	2198		Logged	1590516267713	1590516267715	OK	 
REQUEST	2173		Logged Redirect 1	1590516267714	1590516267716	OK	 
REQUEST	897		VetNotCreated	1590516267713	1590516267717	OK	 
REQUEST	2198		Logged Redirect 1	1590516267715	1590516267717	OK	 
USER	VetNotCreatedScn	2999	START	1590516267724	1590516267724
USER	VetCreatedScn	2974	START	1590516267724	1590516267724
REQUEST	2999		Home	1590516267725	1590516267727	OK	 
REQUEST	1272		CreateVetForm	1590516267724	1590516267727	OK	 
REQUEST	2974		Home	1590516267725	1590516267728	OK	 
USER	VetNotCreatedScn	348	END	1590516214680	1590516267735
REQUEST	2599		Login	1590516267735	1590516267736	OK	 
REQUEST	2574		Login	1590516267735	1590516267737	OK	 
REQUEST	1773		VetList	1590516267724	1590516267738	OK	 
REQUEST	1798		VetList	1590516267724	1590516267738	OK	 
REQUEST	1297		CreateNotVetForm	1590516267735	1590516267738	OK	 
REQUEST	1271		CreateVetForm	1590516267735	1590516267739	OK	 
REQUEST	1298		CreateNotVetForm	1590516267740	1590516267742	OK	 
REQUEST	2199		Logged	1590516267750	1590516267752	OK	 
REQUEST	2174		Logged	1590516267750	1590516267753	OK	 
REQUEST	2199		Logged Redirect 1	1590516267752	1590516267758	OK	 
REQUEST	1299		CreateNotVetForm	1590516267750	1590516267757	OK	 
REQUEST	1273		CreateVetForm	1590516267750	1590516267757	OK	 
REQUEST	2174		Logged Redirect 1	1590516267754	1590516267760	OK	 
USER	VetCreatedScn	222	END	1590516212642	1590516267762
USER	VetNotCreatedScn	3000	START	1590516267762	1590516267762
USER	VetCreatedScn	2975	START	1590516267762	1590516267762
REQUEST	3000		Home	1590516267763	1590516267768	OK	 
REQUEST	1274		CreateVetForm	1590516267762	1590516267769	OK	 
REQUEST	899		VetNotCreated	1590516267762	1590516267770	OK	 
REQUEST	2975		Home	1590516267763	1590516267771	OK	 
REQUEST	898		VetNotCreated	1590516267763	1590516267772	OK	 
REQUEST	872		VetCreated	1590516267762	1590516267774	OK	 
REQUEST	873		VetCreated	1590516267762	1590516267776	OK	 
REQUEST	2575		Login	1590516267784	1590516267786	OK	 
REQUEST	2600		Login	1590516267784	1590516267788	OK	 
REQUEST	2175		Logged	1590516267784	1590516267788	OK	 
REQUEST	1774		VetList	1590516267762	1590516267791	OK	 
REQUEST	2175		Logged Redirect 1	1590516267788	1590516267792	OK	 
REQUEST	874		VetCreated	1590516267784	1590516267792	OK	 
REQUEST	2200		Logged	1590516267794	1590516267796	OK	 
REQUEST	1799		VetList	1590516267784	1590516267797	OK	 
REQUEST	2200		Logged Redirect 1	1590516267796	1590516267798	OK	 
REQUEST	1300		CreateNotVetForm	1590516267794	1590516267798	OK	 
REQUEST	1275		CreateVetForm	1590516267794	1590516267799	OK	 
USER	VetCreatedScn	2976	START	1590516267805	1590516267805
USER	VetNotCreatedScn	3001	START	1590516267805	1590516267805
REQUEST	2976		Home	1590516267805	1590516267809	OK	 
REQUEST	3001		Home	1590516267805	1590516267809	OK	 
REQUEST	2601		Login	1590516267810	1590516267812	OK	 
USER	VetCreatedScn	223	END	1590516212684	1590516267821
REQUEST	2576		Login	1590516267821	1590516267822	OK	 
REQUEST	900		VetNotCreated	1590516267810	1590516267828	OK	 
REQUEST	875		VetCreated	1590516267810	1590516267829	OK	 
REQUEST	1800		VetList	1590516267794	1590516267830	OK	 
REQUEST	1775		VetList	1590516267794	1590516267831	OK	 
USER	VetCreatedScn	224	END	1590516212722	1590516267832
USER	VetCreatedScn	225	END	1590516212763	1590516267832
USER	VetNotCreatedScn	3002	START	1590516267843	1590516267843
USER	VetCreatedScn	2977	START	1590516267843	1590516267843
REQUEST	2977		Home	1590516267844	1590516267847	OK	 
REQUEST	3002		Home	1590516267844	1590516267847	OK	 
REQUEST	2202		Logged	1590516267854	1590516267855	OK	 
REQUEST	2177		Logged	1590516267854	1590516267856	OK	 
REQUEST	2602		Login	1590516267854	1590516267855	OK	 
REQUEST	2577		Login	1590516267854	1590516267856	OK	 
REQUEST	2202		Logged Redirect 1	1590516267855	1590516267858	OK	 
REQUEST	2177		Logged Redirect 1	1590516267856	1590516267858	OK	 
REQUEST	1801		VetList	1590516267832	1590516267861	OK	 
REQUEST	1776		VetList	1590516267832	1590516267862	OK	 
REQUEST	901		VetNotCreated	1590516267843	1590516267862	OK	 
REQUEST	876		VetCreated	1590516267845	1590516267864	OK	 
USER	VetCreatedScn	226	END	1590516212800	1590516267865
USER	VetNotCreatedScn	351	END	1590516214800	1590516267865
USER	VetNotCreatedScn	350	END	1590516214765	1590516267866
REQUEST	2176		Logged	1590516267866	1590516267867	OK	 
REQUEST	2201		Logged	1590516267865	1590516267868	OK	 
REQUEST	2176		Logged Redirect 1	1590516267867	1590516267869	OK	 
REQUEST	2201		Logged Redirect 1	1590516267868	1590516267870	OK	 
USER	VetNotCreatedScn	349	END	1590516214722	1590516267870
REQUEST	902		VetNotCreated	1590516267870	1590516267875	OK	 
REQUEST	1777		VetList	1590516267870	1590516267879	OK	 
USER	VetNotCreatedScn	3028	START	1590516267881	1590516267881
USER	VetCreatedScn	3003	START	1590516267881	1590516267881
REQUEST	3028		Home	1590516267881	1590516267884	OK	 
REQUEST	3003		Home	1590516267881	1590516267884	OK	 
REQUEST	1802		VetList	1590516267881	1590516267890	OK	 
USER	VetNotCreatedScn	352	END	1590516214843	1590516267892
REQUEST	877		VetCreated	1590516267892	1590516267895	OK	 
USER	VetCreatedScn	227	END	1590516212842	1590516267903
REQUEST	2603		Login	1590516267903	1590516267904	OK	 
REQUEST	2203		Logged	1590516267903	1590516267905	OK	 
REQUEST	2228		Logged	1590516267903	1590516267905	OK	 
REQUEST	2628		Login	1590516267903	1590516267905	OK	 
REQUEST	2228		Logged Redirect 1	1590516267905	1590516267914	OK	 
REQUEST	1301		CreateNotVetForm	1590516267903	1590516267906	OK	 
REQUEST	2203		Logged Redirect 1	1590516267905	1590516267914	OK	 
REQUEST	1276		CreateVetForm	1590516267914	1590516267917	OK	 
REQUEST	1277		CreateVetForm	1590516267914	1590516267918	OK	 
REQUEST	1302		CreateNotVetForm	1590516267914	1590516267919	OK	 
USER	VetNotCreatedScn	3029	START	1590516267920	1590516267920
USER	VetCreatedScn	3004	START	1590516267920	1590516267920
REQUEST	3029		Home	1590516267920	1590516267923	OK	 
REQUEST	3004		Home	1590516267920	1590516267925	OK	 
REQUEST	1828		VetList	1590516267903	1590516267926	OK	 
REQUEST	1803		VetList	1590516267915	1590516267930	OK	 
REQUEST	2204		Logged	1590516267931	1590516267931	OK	 
REQUEST	1328		CreateNotVetForm	1590516267931	1590516267934	OK	 
REQUEST	2204		Logged Redirect 1	1590516267932	1590516267934	OK	 
REQUEST	1303		CreateVetForm	1590516267931	1590516267935	OK	 
USER	VetCreatedScn	253	END	1590516212884	1590516267942
USER	VetNotCreatedScn	378	END	1590516214880	1590516267942
REQUEST	2629		Login	1590516267942	1590516267943	OK	 
REQUEST	2604		Login	1590516267942	1590516267943	OK	 
REQUEST	2229		Logged	1590516267953	1590516267953	OK	 
REQUEST	2229		Logged Redirect 1	1590516267954	1590516267955	OK	 
USER	VetNotCreatedScn	3030	START	1590516267964	1590516267964
USER	VetCreatedScn	3005	START	1590516267964	1590516267964
REQUEST	1304		CreateVetForm	1590516267964	1590516267966	OK	 
REQUEST	1329		CreateNotVetForm	1590516267964	1590516267967	OK	 
REQUEST	1804		VetList	1590516267964	1590516267974	OK	 
USER	VetNotCreatedScn	379	END	1590516214922	1590516267975
REQUEST	3030		Home	1590516267964	1590516267975	OK	 
REQUEST	3005		Home	1590516267964	1590516267976	OK	 
REQUEST	928		VetNotCreated	1590516267975	1590516267979	OK	 
REQUEST	1829		VetList	1590516267975	1590516267983	OK	 
USER	VetCreatedScn	254	END	1590516212924	1590516267986
REQUEST	2205		Logged	1590516267986	1590516267986	OK	 
REQUEST	2605		Login	1590516267986	1590516267987	OK	 
REQUEST	2630		Login	1590516267986	1590516267987	OK	 
REQUEST	2205		Logged Redirect 1	1590516267987	1590516267989	OK	 
REQUEST	2230		Logged	1590516267990	1590516267991	OK	 
REQUEST	2230		Logged Redirect 1	1590516267992	1590516267994	OK	 
USER	VetCreatedScn	3006	START	1590516268004	1590516268004
USER	VetNotCreatedScn	3031	START	1590516268005	1590516268005
REQUEST	2606		Login	1590516268010	1590516268022	OK	 
USER	VetCreatedScn	255	END	1590516212960	1590516268024
REQUEST	2631		Login	1590516268010	1590516268025	OK	 
REQUEST	1305		CreateVetForm	1590516268003	1590516268028	OK	 
REQUEST	3006		Home	1590516268004	1590516268029	OK	 
REQUEST	3031		Home	1590516268006	1590516268030	OK	 
REQUEST	2206		Logged	1590516268023	1590516268030	OK	 
REQUEST	1330		CreateNotVetForm	1590516268003	1590516268031	OK	 
REQUEST	2206		Logged Redirect 1	1590516268030	1590516268032	OK	 
USER	VetNotCreatedScn	380	END	1590516214963	1590516268034
REQUEST	903		VetCreated	1590516268004	1590516268036	OK	 
REQUEST	930		VetNotCreated	1590516268025	1590516268036	OK	 
REQUEST	929		VetNotCreated	1590516268025	1590516268036	OK	 
REQUEST	2231		Logged	1590516268034	1590516268037	OK	 
REQUEST	1331		CreateNotVetForm	1590516268034	1590516268039	OK	 
USER	VetCreatedScn	3007	START	1590516268041	1590516268041
USER	VetNotCreatedScn	3032	START	1590516268041	1590516268041
REQUEST	2231		Logged Redirect 1	1590516268037	1590516268042	OK	 
REQUEST	931		VetNotCreated	1590516268041	1590516268046	OK	 
REQUEST	1306		CreateVetForm	1590516268034	1590516268045	OK	 
REQUEST	3007		Home	1590516268041	1590516268047	OK	 
REQUEST	3032		Home	1590516268041	1590516268047	OK	 
REQUEST	1805		VetList	1590516267990	1590516268051	OK	 
REQUEST	905		VetCreated	1590516268025	1590516268051	OK	 
REQUEST	904		VetCreated	1590516268025	1590516268053	OK	 
REQUEST	2207		Logged	1590516268052	1590516268053	OK	 
REQUEST	2207		Logged Redirect 1	1590516268053	1590516268056	OK	 
REQUEST	1830		VetList	1590516267990	1590516268056	OK	 
REQUEST	906		VetCreated	1590516268041	1590516268059	OK	 
REQUEST	1831		VetList	1590516268034	1590516268062	OK	 
REQUEST	1806		VetList	1590516268034	1590516268062	OK	 
USER	VetNotCreatedScn	381	END	1590516215005	1590516268062
REQUEST	2607		Login	1590516268062	1590516268063	OK	 
REQUEST	2632		Login	1590516268062	1590516268064	OK	 
REQUEST	2232		Logged	1590516268062	1590516268065	OK	 
REQUEST	2232		Logged Redirect 1	1590516268065	1590516268066	OK	 
REQUEST	907		VetCreated	1590516268062	1590516268067	OK	 
REQUEST	1807		VetList	1590516268062	1590516268081	OK	 
REQUEST	1832		VetList	1590516268062	1590516268084	OK	 
USER	VetNotCreatedScn	3033	START	1590516268084	1590516268084
USER	VetCreatedScn	3008	START	1590516268084	1590516268084
REQUEST	1307		CreateVetForm	1590516268084	1590516268088	OK	 
REQUEST	932		VetNotCreated	1590516268085	1590516268089	OK	 
REQUEST	1332		CreateNotVetForm	1590516268084	1590516268089	OK	 
REQUEST	3008		Home	1590516268086	1590516268090	OK	 
REQUEST	3033		Home	1590516268085	1590516268092	OK	 
REQUEST	2608		Login	1590516268100	1590516268101	OK	 
REQUEST	2633		Login	1590516268100	1590516268101	OK	 
REQUEST	2208		Logged	1590516268100	1590516268101	OK	 
REQUEST	2208		Logged Redirect 1	1590516268101	1590516268103	OK	 
USER	VetNotCreatedScn	382	END	1590516215041	1590516268110
REQUEST	933		VetNotCreated	1590516268110	1590516268114	OK	 
USER	VetNotCreatedScn	3034	START	1590516268121	1590516268121
REQUEST	2233		Logged	1590516268121	1590516268122	OK	 
USER	VetCreatedScn	3009	START	1590516268121	1590516268121
REQUEST	1333		CreateNotVetForm	1590516268121	1590516268125	OK	 
REQUEST	1308		CreateVetForm	1590516268121	1590516268126	OK	 
REQUEST	3034		Home	1590516268122	1590516268126	OK	 
REQUEST	3009		Home	1590516268121	1590516268126	OK	 
REQUEST	2233		Logged Redirect 1	1590516268122	1590516268128	OK	 
USER	VetCreatedScn	256	END	1590516213001	1590516268132
USER	VetCreatedScn	258	END	1590516213080	1590516268132
USER	VetCreatedScn	257	END	1590516213043	1590516268132
REQUEST	1833		VetList	1590516268132	1590516268139	OK	 
REQUEST	1808		VetList	1590516268132	1590516268141	OK	 
REQUEST	2234		Logged	1590516268143	1590516268144	OK	 
REQUEST	2209		Logged	1590516268143	1590516268145	OK	 
REQUEST	2209		Logged Redirect 1	1590516268145	1590516268148	OK	 
REQUEST	2234		Logged Redirect 1	1590516268144	1590516268148	OK	 
USER	VetNotCreatedScn	383	END	1590516215085	1590516268154
REQUEST	2609		Login	1590516268154	1590516268155	OK	 
REQUEST	2634		Login	1590516268154	1590516268156	OK	 
REQUEST	908		VetCreated	1590516268154	1590516268158	OK	 
USER	VetCreatedScn	3010	START	1590516268165	1590516268165
USER	VetNotCreatedScn	3035	START	1590516268165	1590516268165
REQUEST	1309		CreateVetForm	1590516268165	1590516268168	OK	 
REQUEST	3010		Home	1590516268165	1590516268169	OK	 
REQUEST	3035		Home	1590516268166	1590516268170	OK	 
REQUEST	1334		CreateNotVetForm	1590516268165	1590516268169	OK	 
REQUEST	1834		VetList	1590516268165	1590516268176	OK	 
REQUEST	1809		VetList	1590516268165	1590516268176	OK	 
REQUEST	2210		Logged	1590516268180	1590516268181	OK	 
REQUEST	2210		Logged Redirect 1	1590516268181	1590516268183	OK	 
REQUEST	2610		Login	1590516268191	1590516268192	OK	 
REQUEST	2635		Login	1590516268191	1590516268193	OK	 
REQUEST	2235		Logged	1590516268191	1590516268193	OK	 
REQUEST	2235		Logged Redirect 1	1590516268193	1590516268195	OK	 
REQUEST	1835		VetList	1590516268191	1590516268199	OK	 
USER	VetCreatedScn	260	END	1590516213164	1590516268202
USER	VetCreatedScn	3011	START	1590516268202	1590516268202
USER	VetCreatedScn	259	END	1590516213122	1590516268202
USER	VetNotCreatedScn	3036	START	1590516268202	1590516268202
REQUEST	1810		VetList	1590516268191	1590516268205	OK	 
REQUEST	3011		Home	1590516268202	1590516268207	OK	 
REQUEST	3036		Home	1590516268203	1590516268208	OK	 
REQUEST	909		VetCreated	1590516268213	1590516268216	OK	 
REQUEST	934		VetNotCreated	1590516268213	1590516268217	OK	 
USER	VetNotCreatedScn	384	END	1590516215121	1590516268225
REQUEST	2636		Login	1590516268224	1590516268226	OK	 
REQUEST	2611		Login	1590516268224	1590516268226	OK	 
REQUEST	2236		Logged	1590516268224	1590516268227	OK	 
REQUEST	2211		Logged	1590516268224	1590516268227	OK	 
REQUEST	2211		Logged Redirect 1	1590516268227	1590516268228	OK	 
REQUEST	1310		CreateVetForm	1590516268224	1590516268229	OK	 
REQUEST	2236		Logged Redirect 1	1590516268227	1590516268229	OK	 
USER	VetNotCreatedScn	385	END	1590516215164	1590516268235
USER	VetCreatedScn	3012	START	1590516268240	1590516268240
USER	VetNotCreatedScn	3037	START	1590516268240	1590516268240
REQUEST	3012		Home	1590516268240	1590516268244	OK	 
REQUEST	3037		Home	1590516268240	1590516268244	OK	 
REQUEST	1311		CreateVetForm	1590516268240	1590516268246	OK	 
REQUEST	1335		CreateNotVetForm	1590516268235	1590516268246	OK	 
REQUEST	935		VetNotCreated	1590516268240	1590516268247	OK	 
REQUEST	910		VetCreated	1590516268235	1590516268250	OK	 
REQUEST	1811		VetList	1590516268224	1590516268254	OK	 
REQUEST	936		VetNotCreated	1590516268251	1590516268255	OK	 
REQUEST	1336		CreateNotVetForm	1590516268251	1590516268256	OK	 
REQUEST	911		VetCreated	1590516268251	1590516268260	OK	 
REQUEST	1836		VetList	1590516268235	1590516268260	OK	 
USER	VetCreatedScn	261	END	1590516213200	1590516268262
USER	VetNotCreatedScn	386	END	1590516215200	1590516268262
REQUEST	2612		Login	1590516268262	1590516268263	OK	 
REQUEST	2212		Logged	1590516268263	1590516268264	OK	 
REQUEST	2637		Login	1590516268262	1590516268265	OK	 
REQUEST	2212		Logged Redirect 1	1590516268264	1590516268266	OK	 
REQUEST	2237		Logged	1590516268273	1590516268274	OK	 
